"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD34","CD38","7-AAD","IdxCol","IdxRow","Time"
420,228,472,205,112,468,433,296,258,531,768,132
462,253,467,365,197,475,314,288,299,493,768,135
377,231,418,212,110,491,293,281,314,456,768,138
479,262,468,291,148,503,344,259,297,419,768,141
457,264,444,116,69,430,339,602,410,382,768,144
366,229,410,209,124,431,333,655,471,345,768,147
383,249,393,128,87,380,371,618,409,308,768,150
362,207,448,214,127,432,425,594,391,271,768,154
459,253,465,183,97,482,327,547,379,234,768,157
416,259,411,252,148,434,238,414,283,197,768,160
360,237,389,189,116,418,234,291,234,160,768,164
471,267,451,370,207,457,263,456,390,122,768,167
462,256,462,260,143,466,269,575,358,85,768,170
396,212,479,183,104,452,244,357,260,85,711,173
392,255,393,189,111,434,248,441,330,122,711,176
338,227,380,236,146,414,244,328,248,160,711,178
311,201,396,270,176,394,243,442,287,197,711,182
353,235,385,128,83,396,523,574,435,234,711,185
405,254,409,207,124,426,520,553,378,271,711,188
476,275,444,145,85,438,441,568,385,308,711,191
388,231,429,169,119,363,538,654,470,345,711,194
460,236,498,262,139,483,322,611,418,382,711,197
411,252,418,263,152,444,380,272,367,419,711,199
413,252,421,318,177,459,316,264,346,456,711,202
445,252,452,282,154,469,303,256,263,493,711,205
381,222,440,350,196,457,306,283,249,531,711,209
393,230,437,291,152,491,357,264,315,568,711,212
389,233,427,236,135,448,304,277,253,568,654,215
399,233,438,381,224,436,292,255,278,531,654,218
468,257,466,184,102,459,297,290,220,493,654,221
408,220,475,267,141,487,338,288,345,456,654,224
422,266,405,249,145,440,295,283,281,419,654,227
436,249,449,188,124,389,454,664,468,382,654,229
514,266,495,154,76,520,417,592,397,345,654,233
385,215,459,232,141,422,319,618,408,308,654,237
454,238,488,174,94,474,323,645,467,271,654,240
361,236,393,145,93,398,463,616,433,234,654,243
375,240,400,277,159,446,259,268,277,197,654,246
347,240,371,220,138,408,249,257,264,160,654,248
339,231,376,163,109,380,252,341,268,122,654,251
374,241,397,248,156,408,252,279,266,85,654,254
371,209,454,327,189,444,260,603,437,85,597,257
369,231,409,268,162,422,263,385,276,122,597,261
372,251,380,141,90,399,242,513,310,160,597,264
331,212,400,120,74,416,244,532,358,197,597,266
544,273,509,248,128,498,434,619,451,234,597,270
405,248,418,116,69,433,327,641,441,271,597,274
491,267,470,181,91,510,484,645,449,308,597,277
406,251,413,116,68,440,331,561,395,345,597,281
376,247,391,115,71,417,319,595,422,382,597,285
432,235,470,302,163,474,321,267,217,419,597,288
422,263,411,272,144,483,326,274,288,456,597,291
378,233,415,250,150,427,297,277,336,493,597,294
398,220,464,284,153,475,299,249,298,531,597,298
415,248,428,276,170,414,294,278,280,568,597,301
397,219,465,332,182,466,366,277,338,568,540,304
493,265,476,333,180,473,339,252,311,531,540,307
369,251,377,183,121,389,297,251,232,493,540,310
434,249,447,364,198,470,318,264,313,456,540,313
309,214,369,182,122,382,320,258,265,419,540,317
399,239,428,180,122,377,374,616,433,382,540,319
344,196,450,237,133,457,461,652,460,345,540,323
406,228,457,159,78,524,441,556,371,308,540,326
353,238,380,138,84,419,410,631,454,271,540,330
411,246,427,202,120,432,392,607,443,234,540,333
330,218,388,240,147,419,265,323,301,197,540,335
311,212,377,158,105,387,249,462,306,160,540,338
337,239,361,111,77,367,260,452,327,122,540,341
426,232,471,327,186,450,251,564,422,85,540,344
348,225,396,219,141,397,247,516,318,85,484,347
416,233,456,282,150,481,260,255,280,122,484,350
368,244,387,212,130,418,235,346,248,160,484,353
379,230,421,318,195,417,264,432,292,197,484,355
526,286,470,189,106,455,315,596,417,234,484,359
356,197,463,262,155,435,317,571,372,271,484,362
493,270,469,183,100,469,439,639,454,308,484,365
398,245,416,136,82,424,358,575,415,345,484,368
390,252,396,128,82,401,315,544,394,382,484,371
395,217,466,306,162,482,322,267,296,419,484,374
424,250,435,286,169,433,313,265,287,456,484,377
398,237,429,332,205,414,295,262,297,493,484,381
434,254,436,328,166,507,331,267,289,531,484,383
416,242,440,230,131,451,304,281,295,568,484,387
545,286,488,353,172,524,434,287,379,568,427,389
456,248,471,350,189,475,295,249,258,531,427,392
437,274,409,298,173,439,356,275,316,493,427,395
455,235,495,278,140,509,346,278,280,456,427,398
413,262,404,358,218,420,305,279,305,419,427,401
450,258,445,159,98,415,310,603,441,382,427,404
374,245,391,112,74,391,363,615,430,345,427,407
449,264,435,154,89,441,308,659,451,308,427,410
387,243,408,152,100,392,336,590,420,271,427,414
451,271,427,185,98,480,584,557,408,234,427,418
410,237,444,226,140,414,249,561,409,197,427,421
376,257,374,172,111,397,252,472,369,160,427,424
361,236,393,215,139,395,258,419,280,122,427,427
379,253,384,190,118,411,230,502,356,85,427,430
382,256,383,165,107,393,251,524,335,85,370,433
377,251,384,149,101,378,246,445,312,122,370,436
340,239,365,171,123,355,249,407,301,160,370,439
399,260,393,223,129,440,257,278,221,197,370,442
449,236,488,202,120,431,310,571,412,234,370,445
443,266,426,126,70,458,405,629,436,271,370,450
397,242,421,137,82,424,367,609,395,308,370,453
337,222,389,202,117,442,410,563,367,345,370,456
447,267,428,154,97,406,337,564,368,382,370,461
443,243,466,329,179,470,308,281,257,419,370,463
472,266,455,346,194,456,320,270,287,456,370,467
382,254,384,229,133,442,300,251,241,493,370,470
393,222,453,318,173,470,328,291,260,531,370,473
391,249,401,157,100,402,326,257,277,568,370,476
508,264,492,276,142,497,313,260,282,568,313,479
420,250,431,237,140,434,403,256,280,531,313,482
436,271,411,213,140,391,297,280,266,493,313,486
509,281,463,354,188,482,323,278,312,456,313,489
465,253,470,305,156,500,306,276,337,419,313,492
444,239,475,182,96,489,368,646,464,382,313,495
372,239,398,109,76,366,449,653,461,345,313,499
504,278,464,205,110,477,317,598,436,308,313,503
480,266,461,155,85,464,573,647,469,271,313,507
451,265,436,135,80,431,429,606,436,234,313,510
361,238,389,204,122,426,248,422,318,197,313,512
368,259,364,148,91,416,237,416,247,160,313,515
387,243,408,220,134,420,256,326,262,122,313,518
380,253,384,171,112,392,237,479,352,85,313,521
397,249,408,298,165,463,250,348,285,85,256,524
410,254,413,218,144,388,238,285,245,122,256,527
385,249,395,248,157,404,231,489,346,160,256,530
396,260,390,267,178,383,241,600,444,197,256,533
451,250,462,212,114,475,505,583,362,234,256,536
430,257,428,215,133,414,520,564,401,271,256,540
497,263,483,334,180,475,484,628,440,308,256,543
471,253,476,260,145,459,329,615,424,345,256,546
429,246,446,157,104,386,483,620,455,382,256,549
414,250,424,223,125,459,303,276,278,419,256,551
392,232,432,362,196,472,301,246,272,456,256,554
397,223,456,380,229,425,343,270,314,493,256,558
404,261,395,160,97,423,293,250,272,531,256,561
439,240,468,373,227,421,339,279,344,568,256,564
376,243,395,297,172,441,314,258,336,568,199,567
370,243,389,241,145,426,310,268,322,531,199,571
406,241,431,323,183,452,306,272,317,493,199,574
417,255,419,260,149,448,292,259,341,456,199,577
396,247,410,302,177,437,298,260,293,419,199,580
490,275,455,151,88,440,376,635,433,382,199,582
381,254,384,130,78,425,320,595,421,345,199,585
396,251,404,168,118,365,524,574,376,308,199,588
403,230,448,133,77,439,316,647,465,271,199,595
469,261,459,271,151,458,323,639,437,234,199,599
520,276,483,179,98,468,269,526,344,197,199,603
357,247,370,195,136,367,241,282,282,160,199,606
410,243,432,201,132,391,265,253,197,122,199,609
360,202,457,148,81,471,251,466,327,85,199,612
377,232,416,242,137,453,251,255,241,85,142,614
373,244,392,228,140,418,243,356,335,122,142,618
442,270,418,277,161,439,263,494,344,160,142,621
319,228,359,146,104,358,257,530,382,197,142,623
518,261,508,220,132,426,418,578,414,234,142,626
391,242,414,221,132,428,324,571,423,271,142,628
446,259,440,224,142,404,380,623,463,308,142,632
483,264,468,223,129,445,499,610,423,345,142,634
362,238,390,120,77,398,322,591,393,382,142,639
398,235,433,264,143,471,457,244,334,419,142,642
442,258,438,373,203,470,295,264,251,456,142,646
459,257,458,289,155,478,294,243,239,493,142,649
414,262,404,183,109,432,344,266,266,531,142,652
394,217,464,319,182,447,295,269,303,568,142,655
339,239,364,116,79,375,331,246,267,568,85,658
429,270,406,213,123,444,295,262,274,531,85,661
359,234,392,301,180,428,300,288,243,493,85,664
407,232,449,353,195,463,370,250,282,456,85,667
432,249,444,277,152,467,320,264,274,419,85,670
384,254,387,150,98,390,347,634,450,382,85,672
453,243,477,224,128,447,341,603,442,345,85,675
389,227,439,214,128,426,494,579,435,308,85,679
386,254,389,161,104,397,603,550,383,271,85,683
375,244,393,128,81,404,323,579,401,234,85,686
383,223,440,296,167,454,235,305,291,197,85,689
299,228,336,143,108,338,237,252,255,160,85,692
361,220,420,290,169,439,250,275,286,122,85,694
344,226,391,165,108,389,237,309,272,85,85,698
488,269,465,258,135,491,467,630,451,679,85,703
370,227,418,165,98,430,256,622,434,679,142,706
360,224,411,146,92,407,413,549,372,679,199,711
349,241,371,152,101,387,252,375,270,679,256,713
511,261,501,268,128,536,405,664,463,679,313,717
325,186,448,256,144,454,256,468,317,679,370,719
418,242,443,191,113,434,308,582,364,679,427,723
408,234,445,139,85,418,520,574,426,679,540,728
429,254,432,207,116,456,252,604,450,679,597,731
444,249,456,292,135,554,370,622,413,679,654,733
390,247,404,220,136,414,256,463,316,679,711,736
384,255,385,137,93,375,397,654,453,679,768,738
458,261,450,319,186,439,254,479,317,679,825,741
464,255,467,282,145,496,675,542,447,679,882,744
403,266,388,178,114,398,245,478,265,679,939,747
437,274,408,271,151,458,235,389,322,716,939,749
310,223,357,149,97,393,240,311,234,753,939,752
376,227,424,208,119,447,266,310,266,790,939,756
357,214,427,240,146,422,453,615,427,827,939,759
396,251,403,151,92,417,466,577,402,864,939,762
502,277,464,164,91,462,309,673,470,902,939,766
377,216,447,139,85,421,342,641,416,939,939,769
442,245,462,150,88,437,339,616,422,939,825,773
417,258,414,186,104,458,506,563,415,902,825,776
406,261,399,215,124,443,399,593,409,864,825,779
477,282,433,227,129,450,299,268,268,864,882,782
414,234,453,368,198,475,305,271,289,827,882,786
374,241,396,227,139,418,316,261,268,790,882,789
465,256,465,364,186,503,316,270,360,753,882,792
392,235,428,365,204,459,325,268,318,716,882,795
309,210,377,156,95,420,250,359,280,716,825,798
404,248,417,248,135,470,248,414,329,753,825,801
366,243,384,216,139,399,247,396,294,790,825,804
464,265,448,207,111,478,340,645,468,827,825,807
453,254,457,235,121,498,295,287,240,827,768,810
451,249,464,300,174,441,323,273,323,790,768,813
372,220,433,274,152,461,300,262,362,753,768,816
463,247,481,286,159,460,346,266,319,716,768,820
375,256,375,175,109,409,239,471,317,716,711,822
349,243,368,190,129,379,263,255,262,753,711,825
406,261,398,206,123,429,239,437,270,790,711,829
413,260,407,230,143,410,427,596,462,827,711,831
431,268,411,166,107,396,346,610,414,864,711,835
453,250,464,307,171,460,299,264,277,864,768,838
441,247,458,229,126,467,414,613,413,902,711,841
511,260,503,294,154,487,333,633,445,939,711,845
425,259,420,188,110,437,337,542,358,939,597,849
378,250,387,222,145,392,602,626,444,902,597,852
513,274,480,296,151,502,337,662,462,864,597,855
388,249,399,302,162,478,401,269,341,864,654,857
386,216,456,326,172,486,293,260,353,827,654,860
526,293,459,341,179,488,319,284,385,790,654,863
395,248,407,321,182,451,349,269,332,753,654,866
365,231,405,257,150,439,297,284,270,716,654,869
370,250,378,227,143,406,249,294,245,716,597,872
397,242,419,204,124,422,251,475,383,753,597,874
355,230,395,135,82,422,247,590,409,790,597,878
384,247,398,172,105,417,537,654,464,827,597,881
386,237,417,286,157,466,360,274,321,827,540,884
339,224,388,240,146,421,299,251,266,790,540,887
356,200,455,367,226,416,315,266,313,753,540,890
359,240,383,218,135,412,360,255,289,716,540,893
355,225,403,285,166,441,237,371,317,716,484,895
378,253,383,231,146,407,263,352,276,753,484,898
370,256,370,183,127,368,254,335,248,790,484,902
474,265,458,282,159,455,654,563,409,827,484,904
388,244,407,135,84,409,413,548,408,864,484,908
435,224,497,315,155,521,384,296,284,864,540,910
459,256,460,196,120,417,311,550,372,902,484,913
364,235,397,138,84,421,362,618,433,939,484,916
479,255,482,279,143,498,331,571,368,939,370,920
420,242,445,246,136,462,319,621,468,902,370,923
412,231,457,136,66,532,366,648,448,864,370,926
432,260,425,282,164,441,346,254,302,864,427,930
343,195,450,296,155,491,297,258,268,827,427,933
405,239,434,240,149,414,341,252,304,790,427,936
400,228,449,342,200,439,308,275,279,753,427,939
415,264,402,275,145,484,347,269,296,716,427,942
376,238,405,249,161,396,260,323,306,716,370,945
386,256,387,168,105,412,247,295,241,753,370,948
398,261,390,233,148,404,229,437,340,790,370,951
386,243,407,130,87,381,404,622,445,827,370,955
366,227,413,346,212,418,361,269,363,827,313,957
468,279,430,352,182,494,338,258,303,790,313,960
470,256,470,304,171,455,304,274,328,753,313,963
471,279,432,331,201,421,323,257,246,716,313,966
406,247,420,293,176,426,257,285,265,716,256,968
359,222,414,189,112,430,230,394,327,753,256,971
402,247,416,246,151,419,256,479,294,790,256,975
538,281,489,293,145,516,318,646,468,827,256,979
477,251,487,267,145,470,578,621,461,864,256,983
367,212,443,343,203,433,297,270,277,864,313,985
475,269,452,226,127,454,350,601,429,902,256,989
408,254,410,170,102,430,326,608,431,939,256,993
459,241,487,272,149,466,319,639,459,939,142,997
415,232,458,291,166,450,478,627,463,902,142,1002
524,260,515,313,152,527,598,598,437,864,142,1007
418,248,430,269,168,411,296,257,259,864,199,1009
398,222,458,346,190,466,433,261,287,827,199,1012
397,249,408,271,168,414,294,279,303,790,199,1016
385,225,438,280,161,446,334,258,382,753,199,1019
343,226,389,219,131,429,329,277,237,716,199,1022
438,269,417,146,89,421,245,540,316,716,142,1023
344,235,375,142,101,361,243,477,312,753,142,1023
365,248,377,164,98,429,255,251,279,790,142,1023
533,266,514,314,151,532,497,631,466,827,142,1023
476,267,456,354,207,438,300,269,304,827,85,1023
435,259,429,237,128,475,298,255,234,790,85,1023
394,251,402,257,147,448,298,260,282,753,85,1023
419,245,437,313,188,428,353,250,333,716,85,1023
400,240,428,363,213,435,301,257,256,864,85,1023
