Well,IdxRow,IdxCol,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,nbrCell
B22,B,22,95481.8671875,114478.3359375,54661,89306.875,115702.5859375,50585,191.755902586281,668.100036621094,808.719970703125,56114.1015625,1
C01,C,01,87247.5859375,101855.421875,56137,71055.9140625,109281.8984375,42612,1039.26558571437,114.75,456.720001220703,8179.7001953125,1
C02,C,02,126247.390625,119014.203125,69519,77052.5546875,122171.546875,41333,1169.50825068625,93.5,258.720001220703,8370.5,1
C03,C,03,91915.640625,95935.390625,62790,40809.59765625,101375.8515625,26382,529.753376416529,52.7000007629395,285.119995117188,8600.2001953125,1
C04,C,04,119579.5078125,117188.7421875,66873,73987.6796875,120250.3828125,40323,3177.66805580536,94.3500061035156,775.279968261719,8790.900390625,1
C05,C,05,99702.25,98571.1875,66288,36848.23828125,102967.046875,23453,5843.1458446442,431.800018310547,1657.92004394531,9016.2001953125,1
C06,C,06,120837.078125,119035.28125,66528,75528.9609375,108934.3125,45439,3182.64662001812,9481.75,1487.19995117188,9281.5,1
C07,C,07,103308.53125,108625.78125,62328,46377.7578125,114634.2578125,26514,5709.1437944641,2352.80004882812,1400.07995605469,9496.2998046875,1
C08,C,08,123112.8046875,115098.9453125,70099,57586.87890625,117300.109375,32174,4104.26451064571,439.450012207031,1258.40002441406,9760.400390625,1
C09,C,09,102717.5703125,99291.9921875,67797,41879.7578125,103983.0234375,26395,3315.76444631259,600.950012207031,788.47998046875,10037.400390625,1
C10,C,10,102860.859375,109737.8984375,61429,63968.31640625,107045.625,39163,307.077841251114,334.900024414062,125.839996337891,10248.7998046875,1
C11,C,11,115623.4609375,127532.9765625,59416,89993.2734375,128964.375,45732,221.618661380409,1122.84997558594,474.320007324219,10441.2001953125,1
C12,C,12,100506.8046875,108693.3125,60600,79029.59375,113923.046875,45463,110.786060466272,746.300048828125,374.880004882812,10668.2001953125,1
C13,C,13,99944.328125,108837.546875,60181,78069.6796875,105629.4765625,48437,80.8814687883997,623.900024414062,783.200012207031,10858.2001953125,1
C14,C,14,99995.9453125,109273.2265625,59972,90228.3203125,119328.484375,49554,102.899229046168,482.800018310547,222.639999389648,11059.2001953125,1
C17,C,17,108358.390625,105204.0078125,67501,49154.55859375,102536.6328125,31417,2128.71515617562,38.25,671.440002441406,53050.80078125,1
C18,C,18,99957.6796875,101731.96875,64393,74908.078125,104244.28125,47093,930.145743540647,113.050003051758,594.880004882812,57131.8984375,1
C19,C,19,111316.75,113361.3359375,64354,84223.359375,114508.6875,48203,4348.94733617612,100.300003051758,933.679992675781,57325,1
C20,C,20,95660.7578125,103891.40625,60344,67356.640625,102073.828125,43246,2485.98673330181,105.400001525879,1006.71997070312,57512.80078125,1
C21,C,21,85708.78125,91751.2421875,61220,36078.640625,104552.28125,22615,5193.57895337,1436.5,1208.23999023438,57730.3984375,1
C22,C,22,114340.078125,111910.15625,66959,60039.19921875,105672.8671875,37235,5424.23219981518,696.150024414062,1289.19995117188,55895,1
C23,C,23,115534.4609375,124125.671875,61000,46782.31640625,112992.03125,27134,6551.48861459571,885.700012207031,1580.47998046875,55587.80078125,1
C24,C,24,103845.1953125,109530.9921875,62134,45971.1171875,115246.09375,26142,5163.73274725589,850.850036621094,1433.52001953125,55259.6015625,1
D01,D,01,113197.3203125,123972.25,59840,71854.640625,118646.15625,39690,2414.70702497286,102.850006103516,608.080017089844,14380.099609375,1
D02,D,02,100415.140625,100945.0078125,65192,51043.19921875,107330.4140625,31167,2317.02987506,80.75,1110.55993652344,14191.2998046875,1
D03,D,03,95812.9453125,97817.4765625,64193,58891.0390625,108889.6015625,35444,448.787470020893,99.4500045776367,110.879997253418,13960.2001953125,1
D04,D,04,99726.28125,100832.5234375,64817,37623.0390625,108457.0859375,22734,507.737862937588,175.950012207031,154,13769.599609375,1
D05,D,05,118545.328125,114050.21875,68119,67943.1953125,111681.09375,39870,4909.3581444116,1286.05004882812,995.279968261719,13609.400390625,1
D06,D,06,119843.8359375,122092.4609375,64329,81054.4765625,115913.8984375,45827,3758.34827639732,1046.34997558594,777.919982910156,13364.2998046875,1
D07,D,07,109272.421875,104203.4375,68724,55137.6796875,108673.5234375,33251,3238.20079487196,1581.85009765625,675.839965820312,12889.7001953125,1
D08,D,08,98418.8671875,98076.1640625,65765,45575.91796875,109445,27291,3145.00828299223,886.550048828125,988.239990234375,12653.2998046875,1
D09,D,09,90982.03125,98535.8046875,60512,43648.796875,103389.03125,27668,5070.39936035553,1276.70007324219,1369.28002929688,12403.2001953125,1
D10,D,10,93656.4765625,110668.046875,55462,76215.359375,116852.2734375,42745,233.996015073555,667.25,535.039978027344,12124.599609375,1
D11,D,11,108197.296875,109208.796875,64929,76998.4765625,122174.4765625,41303,111.71132191373,386.75,618.640014648438,11925,1
D12,D,12,108042.4375,109343.8359375,64756,79911.515625,118245.2265625,44290,126.515330301057,1626.05004882812,513.919982910156,11679.599609375,1
D13,D,13,104836.65625,113636.4921875,60461,85969.515625,123028.671875,45795,162.750894868185,390.150024414062,122.319999694824,11489.099609375,1
D14,D,14,101145.828125,123579.71875,53639,69401.28125,126348.203125,35998,87.049496663009,560.150024414062,143.440002441406,11261.5,1
D17,D,17,75861.8203125,89941.2109375,55277,28279.6796875,99953.4765625,18542,7062.82253643973,455.600006103516,1440.55993652344,52871.6015625,1
D18,D,18,113409.140625,116167.2578125,63980,81110.640625,122823.2421875,43279,196.184477939591,441.150024414062,341.440002441406,58519.6015625,1
D19,D,19,115533.5703125,112440.15625,67339,83898.875,113857.296875,48292,103.779547270391,480.25,575.52001953125,58323.8984375,1
D20,D,20,116924.640625,120942.1484375,63359,85110.4765625,125696.90625,44375,197.951426763927,385.900024414062,372.239990234375,58118.3984375,1
D21,D,21,104257.265625,122237.8046875,55896,87799.9140625,114372,50310,150.411522447539,544,339.679992675781,57933.30078125,1
D22,D,22,108337.921875,105452.84375,67329,71756.875,115365.859375,40763,294.7463860527,425.850006103516,88,59730,1
E01,E,01,96108.4296875,96377.5546875,65353,35756.23828125,96532.2578125,24275,2031.02741430112,100.300003051758,259.600006103516,14570.900390625,1
E02,E,02,105539.7578125,107273.1953125,64477,51822.15625,110230.984375,30810,2521.19042910618,75.6500015258789,710.159973144531,14763.7001953125,1
E03,E,03,112932.984375,112621.9453125,65717,85296.640625,116112.421875,48143,1579.5778287579,175.950012207031,689.039978027344,14950.599609375,1
E04,E,04,94388.0546875,100040.6796875,61833,45322.16015625,103532.125,28689,1687.83033676531,76.5,782.320007324219,15141.400390625,1
E05,E,05,93698.3046875,98363.109375,62428,43981.59765625,101696.2890625,28343,6316.41802650446,1764.60009765625,1581.35998535156,15322.900390625,1
E06,E,06,102001.1171875,112386.4453125,59480,56589.51953125,109622.859375,33831,8136.24888314875,1836,1393.92004394531,15529.7001953125,1
E07,E,07,116261.5859375,113084.8671875,67377,67317.1171875,117357.265625,37592,5176.63155314535,3245.30004882812,1430,15768.400390625,1
E08,E,08,116114.734375,116727.4453125,65192,48277.83984375,113966.4453125,27762,6561.95623425071,1620.10009765625,1704.55993652344,16007.900390625,1
E09,E,09,104892.7265625,119889.953125,57338,84832.796875,114946.1875,48367,4179.0644826475,442,1582.23999023438,16413.69921875,1
E10,E,10,122035.90625,116351.15625,68738,93559.4375,132550.296875,46258,321.149941118726,397.800018310547,1315.59997558594,16594.900390625,1
E11,E,11,101117.3515625,101918.25,65021,59061.59765625,115922.7578125,33390,125.781687060391,463.25,151.360000610352,16797,1
E12,E,12,108190.1796875,114194.7421875,62090,95796.4765625,115570.15625,54323,123.994624203909,678.300048828125,416.239990234375,17019.30078125,1
E13,E,13,100289.6484375,104764.0546875,62737,67116.3984375,112213.3828125,39198,94.1149534524466,357.850006103516,286.880004882812,17207.30078125,1
E14,E,14,101898.765625,111760.703125,59753,72073.0390625,103952.1640625,45438,102.896019361168,508.300018310547,1332.31994628906,17397.900390625,1
E17,E,17,112438.1484375,109215.15625,67470,60077.6796875,108386.5859375,36326,2438.47281217215,56.9500007629395,993.52001953125,52698.80078125,1
E18,E,18,99918.515625,102080.5,64148,69819.359375,111623.765625,40992,525.341048210447,150.449996948242,256.079986572266,58672.1015625,1
E19,E,19,104882.9375,115717.3125,59400,90204.3984375,124820.7578125,47361,138.158184840513,14.4500007629395,30.7999992370605,58856.5,1
E20,E,20,96551.6484375,102607.65625,61668,48464,105414.4296875,30130,686.383334051294,132.600006103516,352.880004882812,59044.5,1
E21,E,21,102762.0703125,117810.1171875,57165,71264.9609375,114071.2890625,40943,7278.3598312541,954.550048828125,1709.83996582031,59295.3984375,1
E22,E,22,111067.546875,107859.859375,67485,52243.359375,109868.140625,31163,7154.34576565598,430.100006103516,1568.16003417969,59532.19921875,1
E23,E,23,105254.9609375,121456.296875,56794,78638.5546875,116746.46875,44144,6380.58790844856,2319.65014648438,1545.28002929688,59953.19921875,1
E24,E,24,119583.0703125,125655.3046875,62369,91785.1953125,126192.84375,47667,5364.66785515837,5497.80029296875,1550.55993652344,60194,1
F01,F,01,87865.25,92281.046875,62400,41794.4765625,102024.1640625,26847,972.389111484486,86.7000045776367,425.919982910156,20506.099609375,1
F02,F,02,98485.6171875,103671.0703125,62258,61845.67578125,113896.4296875,35586,139.034108863633,46.75,102.080001831055,20316.19921875,1
F03,F,03,96066.6015625,104276.8828125,60376,51853.359375,105365.921875,32252,3383.58843580056,92.6500015258789,755.039978027344,20125.900390625,1
F04,F,04,98644.0390625,110432.796875,58540,75525.8359375,112196.5078125,44116,1958.00385162205,-30.6000003814697,671.440002441406,19935.099609375,1
F05,F,05,120248.7890625,119273.2890625,66072,75077.59375,106571.1875,46169,4957.55487367642,2900.2001953125,1248.71997070312,19746.599609375,1
F06,F,06,111775.984375,119537.0703125,61281,45391.83984375,122248.703125,24334,4170.14318454196,1403.35009765625,954.799987792969,19491.19921875,1
F07,F,07,117811.078125,114077.3203125,67681,60852.4765625,123349.9765625,32331,3200.2842396566,2191.30004882812,1116.71997070312,19274,1
F08,F,08,110598.515625,106820.296875,67854,49074.4765625,112440.8203125,28603,4180.7814524725,782,1005.83996582031,19065.599609375,1
F09,F,09,100915.3203125,107918.78125,61283,44992.4765625,102007.4296875,28906,5822.71099636178,1977.95007324219,1297.11999511719,18773.19921875,1
F10,F,10,82294.7421875,100049.5,53906,55445.51953125,106872.8671875,34000,106.428426787003,409.700012207031,89.7600021362305,18464.599609375,1
F11,F,11,105613.625,106216.5390625,65164,71032,107563.9609375,43278,147.791209125122,387.600006103516,320.320007324219,18265.599609375,1
F12,F,12,100486.3359375,105560.109375,62386,92444.5546875,122921.796875,49287,291.17012056126,872.950012207031,869.440002441406,18027.599609375,1
F13,F,13,90496.0859375,105559.4375,56184,74340.234375,103388.1875,47123,241.050558928614,551.650024414062,215.600006103516,17828.19921875,1
F14,F,14,106986.0078125,106743.3203125,65685,91539.7578125,113270.578125,52963,154.838171987544,332.350006103516,432.959991455078,17632.099609375,1
F17,F,17,101308.6953125,108911.7109375,60961,66122.15625,114024.359375,38004,5213.90178363285,780.300048828125,1383.35998535156,52523,1
F18,F,18,113149.2578125,119749.21875,61924,96767.8359375,114460.1171875,55406,78.2415763928607,623.049987792969,176,61956.1015625,1
F19,F,19,102843.0546875,106886.1875,63057,54805.91796875,111840.6015625,32115,270.989616489654,400.350006103516,265.760009765625,61751.30078125,1
F20,F,20,116471.625,110733.5390625,68932,77813.8359375,121471.296875,41982,110.825432608418,433.5,421.519989013672,61519.8984375,1
F21,F,21,117891.1796875,115715.8671875,66768,71490.640625,127568.5625,36727,140.738270108721,490.450012207031,429.440002441406,61322.19921875,1
F22,F,22,119800.2265625,114851.1953125,68360,70094.9609375,128320.4453125,35799,263.950356868927,394.400024414062,262.239990234375,61141.80078125,1
G01,G,01,87069.5859375,93200.359375,61225,44815.6796875,101029.90625,29071,348.471237846752,69.7000045776367,165.440002441406,20738.19921875,1
G02,G,02,84338.1796875,95968.09375,57594,47728.71875,104167.75,30028,55.4311184978249,70.5500030517578,130.240005493164,20926.099609375,1
G03,G,03,100004.8515625,100249.6015625,65376,34767.19921875,109648.84375,20780,1527.66848376355,90.9500045776367,223.520004272461,21157,1
G04,G,04,97333.9609375,97855.0703125,65187,55124.15625,101735.1953125,35510,403.920410868168,-3.40000009536743,381.919982910156,21346.900390625,1
G05,G,05,116235.78125,111346.0390625,68414,62458.23828125,112073.578125,36523,3271.91712144596,6378.400390625,1219.68005371094,21630.900390625,1
G06,G,06,97708.6484375,102227.59375,62639,48111.4375,96662.421875,32619,7172.813014375,531.25,1554.07995605469,21885.30078125,1
G07,G,07,105165.9609375,102587.8046875,67183,47222.23828125,107226,28862,3865.76712105009,579.700012207031,736.559997558594,22076.599609375,1
G08,G,08,103975.140625,101864.3671875,66894,51043.19921875,113850.90625,29382,3360.84592862158,5991.650390625,1091.19995117188,22272.400390625,1
G09,G,09,117077.71875,122367.4296875,62703,66055.59375,113816.734375,38035,3112.44975241464,876.350036621094,910.799987792969,22518.30078125,1
G10,G,10,115718.6875,117714.25,64425,94241.6796875,124868.03125,49462,179.475282659156,355.300018310547,174.240005493164,22685.69921875,1
G11,G,11,99437.921875,108670.6875,59968,77062.9609375,106210.140625,47551,160.117314848536,339.150024414062,494.559997558594,22902.30078125,1
G12,G,12,97733.5703125,111685.765625,57349,80942.15625,119457.40625,44406,154.819876782276,477.700012207031,64.2399978637695,23133.5,1
G13,G,13,115125.9453125,116347.375,64848,85982,125393.125,44938,113.466180922262,427.550018310547,-4.40000009536743,23334,1
G14,G,14,125779.25,121392.984375,67904,83414.234375,123372.5,44310,84.4095966380756,559.299987792969,259.600006103516,23573.30078125,1
G17,G,17,92312.578125,106118.1796875,57010,69142.3203125,113792,39821,241.116250484687,29.75,-37.8400001525879,52290,1
G18,G,18,105361.7578125,103884.390625,66468,54225.59765625,110056.640625,32290,3688.07044907,76.5,951.279968261719,62123.69921875,1
G19,G,19,103599.5546875,101782.4609375,66706,52239.19921875,107139.890625,31954,4337.51253026625,59.5,997.039978027344,62353.8984375,1
G20,G,20,100923.328125,109896.34375,60185,96763.6796875,117298.4296875,54063,236.711121091819,70.5500030517578,339.679992675781,62543,1
G21,G,21,108656.5390625,109000.828125,65329,50078.078125,103341.4296875,31758,6218.78396321,1398.25,1695.76000976562,62783.6015625,1
G22,G,22,116704.8046875,115824.6640625,66034,63475.359375,110369.09375,37691,6054.04555309517,2815.2001953125,1566.40002441406,60944.19921875,1
G23,G,23,116492.984375,113480.0546875,67276,58902.4765625,113229.8671875,34092,6356.17854809821,486.200012207031,1334.07995605469,60683.69921875,1
G24,G,24,110984.78125,109110.109375,66662,43063.27734375,112969.140625,24982,7184.25991009875,476,1538.23999023438,60450.1015625,1
H01,H,01,101221.4765625,107542.484375,61684,79470.5546875,109055.8984375,47757,4279.43288009896,56.1000022888184,1228.47998046875,26611.400390625,1
H02,H,02,99790.359375,101067.28125,64708,54883.91796875,102609.46875,35054,1065.67106659275,71.4000015258789,373.119995117188,26423.599609375,1
H03,H,03,93800.65625,101930.390625,60309,57240.55859375,110054.4921875,34086,337.020643444654,153.850006103516,227.919998168945,26191.099609375,1
H04,H,04,102390.046875,104039.4765625,64497,59414.15625,108455.4140625,35902,37.8367904675879,25.5,193.600006103516,26001.19921875,1
H05,H,05,106262.4375,105656.2578125,65912,54316.078125,114465.84375,31098,4747.03369525554,4499.89990234375,1210.88000488281,25797.30078125,1
H06,H,06,100929.5546875,107800.3125,61359,48004.31640625,109869.765625,28634,3668.64604095402,587.350036621094,839.52001953125,25521.400390625,1
H07,H,07,120410.765625,114349.21875,69010,63844.55859375,117799.3984375,35519,5412.74914163428,1038.70007324219,1385.11999511719,25231.19921875,1
H08,H,08,91906.7421875,94069.875,64029,36343.83984375,102900.15625,23147,3478.58147631036,464.100006103516,616,25013.80078125,1
H09,H,09,94905.1484375,101263.46875,61421,44861.4375,108480.5234375,27102,4788.00978602196,558.450012207031,1053.35998535156,24741.599609375,1
H10,H,10,123928.046875,126014.3125,64451,91679.1171875,128629.46875,46710,164.477294668948,657.050048828125,533.279968261719,24578.19921875,1
H11,H,11,102778.9765625,109292.9296875,61630,80922.3984375,116398.1015625,45562,162.751643796221,384.200012207031,243.759994506836,24382.900390625,1
H12,H,12,117606.375,112654.0390625,68417,73982.4765625,127220.890625,38111,318.49013341663,555.049987792969,464.639984130859,24197.69921875,1
H13,H,13,117356.2890625,116063.46875,66266,78577.1953125,131478.921875,39167,185.635913000245,350.200012207031,163.679992675781,23963,1
H14,H,14,107503.1015625,107782.6875,65366,84254.5546875,101743.2265625,54271,168.865091767042,753.950012207031,560.559997558594,23777.69921875,1
H17,H,17,93840.7109375,101677.1875,60485,36377.1171875,103119.1171875,23119,3527.8658921775,429.25,652.960021972656,52113.69921875,1
H18,H,18,110560.25,108656.8984375,66684,89096.796875,120856.2265625,48314,147.791316115391,386.75,453.200012207031,63566.80078125,1
H19,H,19,107089.25,106722.84375,65761,78112.3203125,102475.609375,49955,97.6123829396393,537.200012207031,-83.5999984741211,63381.5,1
H20,H,20,91135.109375,100730.796875,59293,69212,115220.3046875,39367,140.744903459258,437.75,-138.160003662109,63152.8984375,1
H21,H,21,118138.6015625,113317.890625,68324,82423.1171875,117678.5703125,45902,114.348111618379,412.25,167.199996948242,62955.3984375,1
H22,H,22,103935.9765625,107354.6953125,63449,72523.359375,112523.7578125,42239,170.680415105703,314.5,113.519996643066,64758.69921875,1
I01,I,01,105612.7421875,100687.1640625,68742,42451.7578125,105243.75,26435,844.791963580469,63.75,135.520004272461,26802.099609375,1
I02,I,02,104498.4609375,109160.640625,62737,72640.875,120726.1015625,39433,143.426521763638,107.100006103516,-15.8400001525879,27032.80078125,1
I03,I,03,82964.015625,96001.296875,56636,68124.15625,96690.4453125,46174,201.514012860173,47.6000022888184,245.520004272461,27221.599609375,1
I04,I,04,87091.8359375,97834.25,58340,51406.15625,102749.6015625,32788,1161.59291427865,56.1000022888184,344.079986572266,27411.5,1
I05,I,05,95284.2890625,99994.4140625,62449,43668.55859375,102667.71875,27875,4413.99459351143,679.150024414062,1009.35998535156,27641.599609375,1
I06,I,06,125036.984375,120961.6171875,67744,70366.3984375,131326.578125,35115,3600.00839516,569.5,992.640014648438,27881.599609375,1
I07,I,07,101637.109375,106642.4921875,62460,52774.796875,109074.6796875,31709,4998.85963736517,3337.9501953125,1420.31994628906,28116,1
I08,I,08,111007.921875,109570.0859375,66396,70361.1953125,125892.5234375,36628,3051.49312093598,2756.55004882812,755.919982910156,28386.900390625,1
I09,I,09,89548.2421875,104081.4765625,56385,40921.91796875,93558.65625,28665,5255.25715336125,816,1266.31994628906,28595.5,1
I10,I,10,125970.6015625,121863.0078125,67745,93499.1171875,120237.796875,50962,199.65161413719,861.050048828125,407.440002441406,28776.599609375,1
I11,I,11,85668.7265625,101597.609375,55261,71449.0390625,104931.96875,44624,94.0867082252148,582.25,485.760009765625,28985.80078125,1
I12,I,12,103588.875,102854.3828125,66004,73440.640625,114712.8203125,41957,266.598900159786,326.400024414062,76.5599975585938,29190.5,1
I13,I,13,133424.34375,124418.015625,70280,79129.4375,124818.3203125,41547,102.015380169982,513.400024414062,58.0799980163574,29420.900390625,1
I14,I,14,109689.828125,113881.1328125,63124,79048.3203125,113321.90625,45715,106.375359990393,831.300048828125,221.759994506836,29617.69921875,1
I17,I,17,97385.578125,98905.3203125,64529,59645.0390625,102512.328125,38131,516.548763661094,89.25,91.5199966430664,51955,1
I18,I,18,94180.6875,98578.953125,62612,56510.4765625,113290.6328125,32690,1121.98213275388,141.949996948242,359.040008544922,63731.3984375,1
I19,I,19,94323.9765625,95358.5234375,64825,42698.23828125,103551.484375,27023,2740.31204414687,63.75,1007.59997558594,63923.19921875,1
I20,I,20,82735.2890625,94109.875,57615,40345.7578125,106845.265625,24747,427.672824379185,56.9500007629395,-42.2399978637695,64152.19921875,1
I21,I,21,89436.9921875,100092.953125,58559,41455.4375,96167.34375,28251,5419.85433731304,521.049987792969,1284.80004882812,64366,1
I22,I,22,120447.2578125,118480.296875,66624,74595.0390625,123195.921875,39682,5088.105591605,433.5,1210,64601.6015625,1
I23,I,23,104704.046875,104728.0234375,65521,47779.6796875,99548.21875,31455,4526.66500826098,438.600006103516,1124.64001464844,65025.6015625,1
I24,I,24,95218.4296875,103409.3125,60345,38571.51953125,104111.3359375,24280,3668.66348024482,448.800018310547,874.719970703125,65257.69921875,1
J01,J,01,88886.96875,93649.765625,62203,51047.359375,98328.7734375,34023,124.075401282651,36.5499992370605,-36.0799980163574,32540.30078125,1
J02,J,02,88123.3515625,100209.125,57632,61744.796875,106669.484375,37935,135.508128437193,94.3500061035156,415.359985351562,32349.599609375,1
J03,J,03,104849.1171875,103161.6640625,66608,72624.234375,106763.1640625,44580,3880.79908592261,7.65000009536743,1145.76000976562,32161.69921875,1
J04,J,04,98778.4296875,99962.0625,64760,59234.23828125,110155.078125,35241,146.068339975363,92.6500015258789,361.679992675781,31971.80078125,1
J05,J,05,134843.015625,126047.6171875,70109,80368.078125,129337.2890625,40723,3419.60835566205,568.650024414062,1144,31798,1
J06,J,06,102303.71875,103438.5546875,64817,49963.6796875,108009.625,30316,3607.9445794367,440.300018310547,930.159973144531,31500.900390625,1
J07,J,07,97649.90625,105823.7265625,60474,55761.6796875,104809.625,34867,6006.71073240071,1343.85009765625,1561.11999511719,31296,1
J08,J,08,93818.4609375,96898.2890625,63453,47596.63671875,100706.828125,30974,4506.86664168625,3918.5,1342.88000488281,31062.900390625,1
J09,J,09,107243.21875,117795.8984375,59665,64854.3984375,113432.015625,37470,3504.10459853634,439.450012207031,1163.35998535156,30829.900390625,1
J10,J,10,99366.71875,106048.125,61407,84709.0390625,109034.4921875,50915,165.391964152833,381.650024414062,51.0400009155273,30630.80078125,1
J11,J,11,113430.5,111397.546875,66732,71610.234375,117121.2421875,40070,227.842965728945,612,160.160003662109,30400.400390625,1
