Well,IdxRow,IdxCol,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,nbrCell
J12,J,12,99555.3984375,106273.7265625,61393,74994.3984375,124669.1796875,39423,204.108327731305,410.550018310547,194.479995727539,30189.69921875,1
J13,J,13,102473.7109375,115954.15625,57917,68418.4765625,123058.25,36437,164.516987778057,341.700012207031,310.639984130859,29999.30078125,1
J14,J,14,96262.3984375,103035.421875,61228,72615.9140625,115646.1875,41151,247.233030385724,373.150024414062,296.559997558594,29814.400390625,1
J17,J,17,107920.5078125,107902.3984375,65547,51861.6796875,106472.25,31922,4312.79664497535,661.300048828125,936.320007324219,51773.1015625,1
J18,J,18,102396.28125,100607.828125,66701,69838.078125,122005.34375,37514,76.5103544275208,394.400024414062,118.800003051758,66825,1
J19,J,19,102753.171875,106840.21875,63029,83501.59375,120944.15625,45247,262.194840663838,358.700012207031,205.039993286133,66635.796875,1
J20,J,20,101440.421875,115843.03125,57388,93693.59375,121474.703125,50548,146.843281164758,927.350036621094,701.359985351562,66452.796875,1
J21,J,21,99588.328125,114006.0859375,57248,77072.3203125,113193.0078125,44623,174.199349483164,323,359.040008544922,66237.203125,1
J22,J,22,99933.6484375,107523.421875,60910,86039.1953125,106582.9609375,52904,182.119026681305,325.550018310547,346.720001220703,66004.703125,1
K01,K,01,94939.859375,100031.8125,62200,39825.7578125,104155.0234375,25059,1433.5167028567,26.3500003814697,651.200012207031,32731,1
K02,K,02,99787.6875,106281.0546875,61532,60548.796875,111775.0625,35501,205.914969662349,39.9500007629395,145.199996948242,32962.6015625,1
K03,K,03,104597.25,108819.796875,62993,67064.3984375,111608.234375,39380,1046.30518173768,117.300003051758,26.3999996185303,33151.30078125,1
K04,K,04,94607.890625,98124.9765625,63187,47004.87890625,108564.296875,28375,266.637416382667,20.4000015258789,-39.5999984741211,33345.69921875,1
K05,K,05,121995.859375,115950.296875,68953,65207.99609375,115020.4921875,37154,7374.04394825267,2827.9501953125,1669.35998535156,33549.6015625,1
K06,K,06,96311.3515625,118082.453125,53453,80146.5546875,117647.3671875,44646,6275.75102838356,3250.40014648438,1631.52001953125,33781,1
K07,K,07,106163.6484375,103545.625,67193,48627.27734375,109944.015625,28986,3465.12646217125,2490.5,837.760009765625,33976.19921875,1
K08,K,08,83811.296875,95363.6015625,57597,44724.16015625,99671.59375,29407,7902.05357730767,2751.4501953125,1732.71997070312,34199,1
K09,K,09,106054.1796875,106248.71875,65416,47907.59765625,112799.8984375,27834,3379.93050679785,1188.30004882812,775.279968261719,34418.30078125,1
K10,K,10,90914.390625,109004.1328125,54660,94064.875,121489.796875,50742,133.695372845763,513.400024414062,-37.8400001525879,34576.5,1
K11,K,11,97112.3515625,114162.9296875,55748,70646.15625,111450.2578125,41542,180.310978630948,707.200012207031,470.799987792969,34767,1
K12,K,12,103712.5859375,110666.3828125,61418,73303.359375,118107.171875,40675,135.467900384424,413.950012207031,191.839996337891,34960.5,1
K13,K,13,109040.125,117487.390625,60824,60728.71875,126366.640625,31495,152.154199912628,681.700012207031,369.600006103516,35165.8984375,1
K14,K,14,102735.3671875,108346.453125,62142,63690.63671875,108309.4453125,38538,166.252802660966,533.799987792969,235.839996337891,35381.69921875,1
K17,K,17,90144.5390625,98520.9921875,59964,63240.31640625,110679.84375,37446,3696.87260752612,57.8000030517578,770.880004882812,51438.5,1
K18,K,18,86749.1875,97451.015625,58339,54761.19921875,117079.2421875,30653,2310.86725805112,100.300003051758,521.840026855469,66980.296875,1
K19,K,19,103042.421875,112162.84375,60207,61879.99609375,119366.7890625,33974,4140.38941737237,83.3000030517578,1028.71997070312,67181.1015625,1
K20,K,20,96073.71875,103940.2890625,60576,57589.99609375,108529.390625,34776,563.187173467031,102,-46.6399993896484,67413.8984375,1
K21,K,21,111218.8515625,114266.6171875,63788,68317.59375,103317.453125,43335,3432.75513305089,991.100036621094,1265.43994140625,67581.796875,1
K22,K,22,120070.7890625,112219.7265625,70121,59178.078125,120343.015625,32227,6432.52141801465,2211.69995117188,1411.52001953125,65840.6015625,1
K23,K,23,115375.1484375,120664.921875,62663,73130.71875,120963.5,39621,6024.42734163321,418.200012207031,1608.64001464844,65643.296875,1
K24,K,24,124574.1875,120323.8515625,67851,76512.796875,120175.9765625,41725,5008.78278631321,1407.60009765625,1599.83996582031,65455.30078125,1
L01,L,01,99711.1484375,101610.453125,64311,49736.95703125,104422.90625,31215,357.268336923605,92.6500015258789,192.720001220703,38248.69921875,1
L02,L,02,102139.0703125,108285.65625,61816,75179.515625,114847.6640625,42900,547.340085303794,158.100006103516,142.559997558594,38058.8984375,1
L03,L,03,100551.3046875,97925.9375,67293,43674.796875,117518.1328125,24356,476.07816775067,14.4500007629395,227.039993286133,37872.19921875,1
L04,L,04,107964.1171875,117007.09375,60471,71947.1953125,119676.421875,39399,5900.38556575056,113.900001525879,1606.88000488281,37680.3984375,1
L05,L,05,120506,119281.0859375,66209,69875.515625,114670.3828125,39935,8144.29762037714,812.600036621094,1679.0400390625,37475.8984375,1
L06,L,06,114004.546875,115418.7578125,64733,63665.67578125,116854.1328125,35706,9761.76356023804,606.049987792969,1656.16003417969,37235.3984375,1
L07,L,07,100823.6484375,108255.3046875,61037,52585.51953125,108338.40625,31810,5900.33453175464,519.350036621094,1452,36913.19921875,1
L08,L,08,129171.0390625,128346.5390625,65957,87046.953125,136218.859375,41879,4539.16746468462,5978.05029296875,1507.43994140625,36684,1
L09,L,09,100420.4765625,103671.28125,63481,38312.55859375,108086.6015625,23230,3216.91776283758,2878.10009765625,838.640014648438,36494,1
L10,L,10,106871.1953125,105363.1640625,66474,79601.59375,107188.765625,48669,270.986513794922,425,695.200012207031,36329.69921875,1
L11,L,11,106512.53125,107040.09375,65213,76375.515625,119041.6875,42047,180.318253915411,649.400024414062,-88.879997253418,36144.69921875,1
L12,L,12,112474.640625,123949.2578125,59469,92064.953125,117684.5390625,51269,260.373021486328,850,703.119995117188,35958.19921875,1
L13,L,13,92707.7421875,98562.609375,61643,64438.3984375,98084.65625,43055,85.2657428562421,748.850036621094,357.279998779297,35774,1
L14,L,14,100964.265625,108504.046875,60982,61624.15625,114168.6171875,35374,203.222973373492,453.050018310547,156.639999389648,35581.30078125,1
L17,L,17,118240.9453125,118936.015625,65153,82025.8359375,120749.46875,44519,4727.68628937337,4397.05029296875,1196.80004882812,51248.1015625,1
L18,L,18,98227.515625,106046.3671875,60704,89679.1953125,116311.40625,50530,146.023190405786,451.350006103516,285.119995117188,68389.796875,1
L19,L,19,111827.609375,119680.15625,61236,93622.875,128031.8125,47923,256.812452931505,1172.15002441406,178.639999389648,68186.203125,1
L20,L,20,111956.65625,112421.546875,65265,85406.875,117393.9296875,47679,79.1554893154739,353.600006103516,663.52001953125,67998.203125,1
L21,L,21,96389.671875,104352.7421875,60535,50432.71875,112031.6875,29502,-15.9417471716974,808.350036621094,146.080001831055,67761.203125,1
L22,L,22,97638.3359375,106730.7109375,59953,85107.359375,101710.421875,54838,250.758812094258,327.25,1115.83996582031,69771.5,1
M01,M,01,106996.6875,117956.078125,59447,68636.875,118482.453125,37965,3959.99272471362,57.8000030517578,925.760009765625,38479.5,1
M02,M,02,89219.828125,93337.2265625,62645,47878.4765625,103964.875,30181,1105.27810348585,15.3000001907349,322.959991455078,38669,1
M03,M,03,110960.75,119389.9765625,60909,92594.3203125,113810.4921875,53319,54.557219646243,22.1000003814697,377.519989013672,38903.30078125,1
M04,M,04,107058.1015625,107680.828125,65157,71569.6796875,123737.421875,37906,123.179454962706,163.200012207031,51.9199981689453,39090.19921875,1
M05,M,05,106565.0390625,106745.8359375,65425,59789.59765625,105244.8515625,37231,3020.68183821035,2845.80004882812,635.359985351562,39321.30078125,1
M06,M,06,132066.203125,127245.1953125,68019,81479.8359375,134797.359375,39614,3676.4990943992,1118.59997558594,1209.11999511719,39599.6015625,1
M07,M,07,114884.7578125,117957.1640625,63829,45164.078125,123112.5859375,24042,7873.30187497071,460.700012207031,1530.31994628906,39817.1015625,1
M08,M,08,126360.421875,127667.5546875,64865,86862.875,123436.5234375,46118,5873.02072393893,789.650024414062,1311.19995117188,40086.3984375,1
M09,M,09,110782.75,108562.984375,66876,65772.71875,104397.8125,41289,6126.10738600696,3596.35009765625,1444.07995605469,40294.3984375,1
M10,M,10,98396.6171875,110890.78125,58152,54510.55859375,96986.59375,36834,108.131082546624,865.300048828125,395.119995117188,40448.30078125,1
M11,M,11,92273.421875,110824.1640625,54566,94801.1953125,109068.890625,56963,134.572489010539,536.350036621094,264,40643.3984375,1
M12,M,12,96956.6015625,100057.4375,63505,72223.8359375,110170.640625,42963,180.358695948716,328.100006103516,218.240005493164,40831.1015625,1
M13,M,13,103701.015625,104005.71875,65344,69173.515625,110166.6015625,41150,178.576447623575,504.900024414062,320.320007324219,41036.5,1
M14,M,14,96651.328125,107351.0546875,59004,72385.0390625,113234.015625,41894,114.357205725879,340,176.880004882812,41229.5,1
M17,M,17,96270.40625,95460.53125,66092,38139.91796875,98391.5078125,25404,967.9962553675,29.75,228.800003051758,51069.19921875,1
M18,M,18,103591.546875,107888.2421875,62926,63319.359375,110901.1015625,37418,2823.90376645973,128.350006103516,685.52001953125,68622.203125,1
M19,M,19,98616.4453125,104734.03125,61708,60891.99609375,101490.7890625,39320,7.91935813924593,5.10000038146973,193.600006103516,68855.1015625,1
M20,M,20,114316.9375,109560.765625,68381,75803.515625,111209.9453125,44671,1165.11924619065,5.95000028610229,278.079986572266,69043.203125,1
M21,M,21,110452.5546875,122561.734375,59061,82868.234375,113326.921875,47922,7843.33562664375,828.75,1554.9599609375,69259.8984375,1
M22,M,22,125457.0703125,124777.359375,65893,81260.3984375,125915.765625,42294,4238.85446928589,838.100036621094,960.080017089844,69539.203125,1
M23,M,23,114485.1484375,122974.1484375,61012,91685.359375,117727.46875,51039,5331.58279794821,2678.35009765625,1161.59997558594,70057.296875,1
M24,M,24,121878.375,125466.078125,63662,93091.4375,121554.90625,50190,4280.24910415464,561.850036621094,1000.55999755859,70268.3984375,1
N01,N,01,100400.8984375,107216.453125,61370,68999.8359375,110748.53125,40831,114.389623543803,82.4500045776367,129.360000610352,44273.8984375,1
N02,N,02,108830.9765625,109417,65185,75831.59375,108972.6875,45605,147.835716757891,34,337.919982910156,44086.1015625,1
N03,N,03,92319.6953125,99991.140625,60508,50244.4765625,99964.2421875,32940,58.9490861548965,86.7000045776367,-55.439998626709,43854.19921875,1
N04,N,04,96793.7265625,98475.140625,64417,48815.51953125,113590.890625,28164,352.86620323712,109.650001525879,279.839996337891,43663.1015625,1
N05,N,05,88066.390625,95567.609375,60392,41643.6796875,99015.359375,27563,3875.41313701768,849.150024414062,851.839965820312,43470.8984375,1
N06,N,06,107963.2265625,104988.3203125,67393,41351.4375,116946.78125,23173,5343.2541576491,839.800048828125,1301.52001953125,43258.8984375,1
N07,N,07,97800.3203125,105653.046875,60665,50146.71875,105374.359375,31188,5411.93719716196,498.950012207031,1158.9599609375,43023.5,1
N08,N,08,99047.2109375,98660.3125,65793,52369.19921875,102750.3671875,33402,4125.19151177803,1973.70007324219,1014.64001464844,42780.19921875,1
N09,N,09,123447.4453125,126854.1796875,63776,72142.71875,117598.8828125,40204,4521.37606867321,507.450012207031,1190.64001464844,42506.1015625,1
N10,N,10,87900.8515625,92343.5859375,62383,40327.0390625,93440.5703125,28284,264.838171987544,332.350006103516,-68.6399993896484,42273.69921875,1
N11,N,11,107168.4609375,107805.0625,65149,78255.8359375,121280.1796875,42287,130.185226867628,435.200012207031,211.199996948242,42071.80078125,1
N12,N,12,129388.1953125,119908.71875,70717,92053.515625,126278.296875,47774,255.149604892974,400.350006103516,84.4799957275391,41835,1
N13,N,13,118738.4609375,111845.40625,69575,61954.87890625,124414.734375,32635,141.623609207745,447.950012207031,221.759994506836,41630.1015625,1
N14,N,14,110747.1484375,113307.7109375,64055,91381.6796875,121767.9296875,49182,329.919008946964,643.450012207031,396,41416.6015625,1
N17,N,17,83790.828125,114219.1875,48077,78338,133543.84375,38444,4941.12894030089,566.100036621094,1290.07995605469,50853.3984375,1
N18,N,18,106040.828125,104065.4609375,66780,61775.99609375,109013.7265625,37138,68.5919611010754,381.650024414062,181.279998779297,71965.5,1
N19,N,19,118156.3984375,117938.640625,65657,86988.71875,119920.3359375,47539,233.15998287601,317.899993896484,127.599998474121,71769.1015625,1
N20,N,20,122712.3046875,116330.9453125,69131,82147.515625,113015.7734375,47636,54.502334029718,458.150024414062,543.840026855469,71577.1015625,1
N21,N,21,100904.640625,105278.9453125,62813,79202.234375,103656.46875,50075,42.1974160404648,338.300018310547,106.479995727539,71362.796875,1
N22,N,22,99420.1171875,102380.484375,63641,65210.078125,114157.703125,37436,163.601569373818,623.049987792969,814,71126.296875,1
O01,O,01,95500.5546875,107901.6015625,58004,49862.796875,110008.6953125,29705,1537.35324501268,53.5500030517578,451.440002441406,44464.19921875,1
O02,O,02,96581.90625,100704.703125,62853,53998.87890625,108650.96875,32571,373.982988668348,135.150009155273,212.080001831055,44654.5,1
O03,O,03,88135.8046875,99183.8125,58236,58052.796875,111501.65625,34121,1036.61957965317,162.350006103516,471.679992675781,44886.80078125,1
O04,O,04,101964.625,104340.0390625,64044,56443.91796875,109726.7578125,33712,5860.79509714931,37.4000015258789,1313.83996582031,45074.5,1
O05,O,05,104444.171875,112750.4296875,60708,54929.6796875,117332.2734375,30681,3370.22764924875,1368.5,1048.9599609375,45263.3984375,1
O06,O,06,101902.328125,100019.03125,66770,42502.71875,103214.8125,26987,3482.10887811634,405.450012207031,663.52001953125,45466,1
O07,O,07,87159.4765625,93639.1796875,61001,45043.4375,101992.421875,28943,5579.12947524839,561.850036621094,1322.64001464844,45668,1
O08,O,08,100599.3671875,104886.9765625,62857,49744.23828125,105537.015625,30890,5058.96894101785,1201.05004882812,1041.0400390625,45884.5,1
O09,O,09,106738.5859375,105952.8671875,66022,46665.83984375,102208.8203125,29922,5831.54771242678,1684.70007324219,1312.9599609375,46125.1015625,1
O10,O,10,94745.8359375,104331.0625,59515,76717.6796875,116518.4296875,43150,164.471945193948,699.550048828125,-79.1999969482422,46365.6015625,1
O11,O,11,104805.5078125,105979.5390625,64810,64941.7578125,110379.765625,38558,66.833028859845,373.150024414062,737.440002441406,46579.30078125,1
O12,O,12,124767.3203125,117012.9921875,69879,83626.3984375,128509.3828125,42647,108.196988083233,341.700012207031,634.47998046875,46795.19921875,1
O13,O,13,126268.75,126043.71875,65653,88538.3203125,127305.28125,45579,261.223573739062,1083.75,844.799987792969,46998.8984375,1
O14,O,14,113806.078125,110747.4140625,67346,69954.5546875,119354.9140625,38411,81.7839338368176,445.400024414062,256.079986572266,47190.30078125,1
O17,O,17,95281.6171875,99228.921875,62929,48566.95703125,106394.046875,29916,1404.46789065487,96.0500030517578,462.880004882812,50656.69921875,1
O18,O,18,96791.0546875,101434.34375,62536,79612,104763.90625,49802,247.269941766105,79.9000015258789,330.880004882812,72168,1
O19,O,19,87680.125,95113.796875,60414,32712.158203125,106493.671875,20131,90.6213832154961,147.900009155273,347.600006103516,72356.296875,1
O20,O,20,89575.828125,109441.5,53640,77744.15625,115442.1953125,44135,112.638180568052,14.4500007629395,139.919998168945,72550.203125,1
O21,O,21,128160.890625,123908.71875,67785,79245.9140625,120884.9765625,42962,5756.0182381917,491.300018310547,1466.9599609375,72750.296875,1
O22,O,22,113062.9296875,107192.65625,69125,50296.4765625,116252.734375,28354,4619.9429745942,453.050018310547,1213.52001953125,70978.703125,1
O23,O,23,99664.8671875,104697.1640625,62386,45520.796875,106666.5859375,27968,3231.89077648794,2774.40014648438,714.559997558594,70763.8984375,1
O24,O,24,98686.7578125,101093.1484375,63976,54795.51953125,107382.3046875,33442,4584.517887355,2239.75,1085.0400390625,70528.296875,1
P01,P,01,96913.875,103467.4296875,61385,75722.3984375,114057.859375,43509,544.702103457009,141.949996948242,242,50122.5,1
P02,P,02,83498.015625,99298.2109375,55108,56900.4765625,109884.1875,33936,6165.27293782806,54.4000015258789,1556.71997070312,49935.6015625,1
P03,P,03,82870.5703125,107642.71875,50454,76509.6796875,126972.3671875,39490,179.500425193577,155.550003051758,755.919982910156,49754,1
P04,P,04,97115.015625,100704.5859375,63200,55652.4765625,98083.65625,37185,1171.27136314757,68.8499984741211,462.880004882812,49572.1015625,1
P05,P,05,108485.65625,108155.6015625,65736,55141.83984375,106010.03125,34089,4682.39824048768,649.400024414062,1071.83996582031,49404.1015625,1
P06,P,06,127548.5703125,121331.6640625,68894,74837.359375,127556.3359375,38450,3538.3282693516,1205.30004882812,1018.15997314453,49146.1015625,1
P07,P,07,125661.765625,129599.015625,63545,82401.2734375,126454.75,42705,8847.45651443143,500.650024414062,1677.28002929688,48942.6015625,1
P08,P,08,121460.96875,123809.21875,64293,54922.3984375,124425.9609375,28928,4174.60498715071,915.450012207031,1317.35998535156,48674.8984375,1
P09,P,09,100582.4609375,102941.75,64034,47432.31640625,104354.9140625,29788,6529.54307225045,453.050018310547,1599.83996582031,48454.6015625,1
P10,P,10,106260.65625,109259.90625,63737,65882.9609375,119385.7734375,36166,215.560206007979,316.200012207031,92.4000015258789,48282,1
P11,P,11,95134.765625,101444.0625,61460,63609.51953125,110406.09375,37758,130.143821929591,764.150024414062,156.639999389648,48050.30078125,1
P12,P,12,113553.3203125,118144.921875,62989,87566.953125,112324.828125,51091,278.883493962578,607.75,703.119995117188,47813.5,1
P13,P,13,89988.7890625,97498.765625,60488,51810.71875,107427.703125,31607,155.716663759336,344.25,297.440002441406,47574.5,1
P14,P,14,99738.7421875,101237.15625,64566,44189.59765625,109934.6875,26343,67.7166713887305,344.25,88,47377.6015625,1
P17,P,17,99700.46875,105088.296875,62176,54533.4375,110884.0390625,32231,3569.22888831357,406.300018310547,1083.28002929688,50498.3984375,1
P18,P,18,101060.390625,104832.28125,63178,63666.71875,109335.5234375,38162,200.581690112148,463.25,286,73491.8984375,1
P19,P,19,117584.125,114350.90625,67389,66491.359375,123728.0390625,35219,331.717320952052,339.150024414062,271.920013427734,73289.796875,1
P20,P,20,107610.7890625,108933.90625,64740,81957.1953125,107664.109375,49888,199.714630955763,360.400024414062,159.279998779297,73091.8984375,1
P21,P,21,106604.1953125,110110.6796875,63449,96019.0390625,114157.5,55123,95.8760254836771,349.350006103516,435.600006103516,72905,1
P22,P,22,100597.5859375,106119.234375,62126,73019.4375,118691.4453125,40318,58.0299269280527,397.800018310547,82.7200012207031,73728.8984375,1
