FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,IdxRow,IdxCol,Well
94528.6796875,104242.5703125,59429,64133.67578125,104457.703125,40237,108.225982238501,111.350006103516,110.879997253418,2273.89990234375,A,01,A01
85439.109375,93128.2734375,60125,52807.0390625,98353.4296875,35187,225.263843364029,128.350006103516,-14.0799999237061,2466.39990234375,A,02,A02
110423.1875,113291.078125,63877,95848.4765625,117015.8125,53681,2478.0634947525,131.75,846.559997558594,2665.30004882812,A,03,A03
89966.5390625,110522.5703125,53347,78708.234375,120592.4921875,42774,5821.18789152,97.75,1248.71997070312,2897,A,04,A04
116464.5078125,114933.484375,66409,80090.3984375,124526.7890625,42150,6000.63755862035,652.800048828125,1352.55993652344,3138,A,05,A05
101471.5703125,106290.109375,62565,71273.28125,113276.7265625,41235,3003.30492064803,1072.70007324219,851.839965820312,3404.60009765625,A,06,A06
114737.90625,118916.765625,63233,59021.0390625,109958.2890625,35177,7635.66315410035,767.550048828125,1678.16003417969,3751.10009765625,A,07,A07
117302,110793.296875,69386,63349.51953125,111037.0234375,37390,4430.71185931696,698.700012207031,913.440002441406,4051.60009765625,A,08,A08
122069.7265625,119400.640625,67001,66280.234375,128069.7421875,33917,3973.12495152777,595.850036621094,1041.92004394531,4315.39990234375,A,09,A09
97123.921875,97985.1171875,64960,41095.59765625,89325.1015625,30151,102.865313376973,752.25,156.639999389648,4492.5,A,10,A10
94869.546875,104009.421875,59777,72218.640625,119151.125,39722,252.449049445557,881.450012207031,669.679992675781,4697.2001953125,A,11,A11
107491.53125,118841.46875,59277,79285.4375,127210.75,40846,184.726929224794,580.549987792969,212.080001831055,4892.39990234375,A,12,A12
85927.71875,94370.3046875,59673,44113.6796875,104433.5546875,27683,82.6610500054349,468.350006103516,-71.2799987792969,5124.5,A,13,A13
129868.796875,124689.8671875,68258,91395.1953125,128074.8359375,46767,107.259644453206,797.300048828125,184.800003051758,5315.10009765625,A,14,A14
95035.9765625,110465.71875,56382,87694.875,115451.4140625,49780,129.300514447583,472.600006103516,532.400024414062,5579.60009765625,B,14,B14
97277,99282.7734375,64212,60948.15625,116550.3828125,34271,102.022762448555,454.75,209.440002441406,5812.89990234375,B,13,B13
102341.9921875,108704.78125,61700,80033.1953125,113810.171875,46086,99.3936759856015,368.050018310547,510.399993896484,6001.2001953125,B,12,B12
114591.9453125,114356.3828125,65671,82455.359375,111775.6796875,48345,118.750038953721,396.950012207031,168.080001831055,6189.10009765625,B,11,B11
99611.46875,99219.359375,65795,65748.796875,113491.0078125,37967,241.957953124195,334.050018310547,270.160003662109,6381.89990234375,B,10,B10
105734.671875,108103.390625,64100,72608.640625,114734.046875,41474,3455.70608705455,428.400024414062,880,6657.7998046875,B,09,B09
108063.796875,107561.5703125,65842,58639.359375,108577.4140625,35394,3601.63616589133,1620.10009765625,735.679992675781,6895,B,08,B08
95272.71875,98196.0078125,63585,45671.59765625,104308.5546875,28695,5043.09726105696,1450.10009765625,1166,7115.10009765625,B,07,B07
106119.1484375,114673.8359375,60647,59345.51953125,101454.7578125,38335,4921.7892377142,402.050018310547,975.039978027344,7326.60009765625,B,06,B06
105148.15625,116500.25,59150,77652.640625,116954.5546875,43513,5070.46804762375,731,1288.31994628906,7596,B,05,B05
89752.9375,92729.9921875,63432,33342.3984375,98018.546875,22293,1159.83868194622,10.2000007629395,469.040008544922,7776,B,04,B04
92062.4921875,93671.90625,64410,37210.16015625,95295.234375,25590,1187.9939015984,48.4500007629395,375.760009765625,7967.7998046875,B,03,B03
100925.109375,106855.171875,61899,57942.55859375,120983.96875,31387,160.155510103013,35.7000007629395,72.1599960327148,8154.5,B,02,B02
84966.515625,93428.953125,59600,46021.0390625,103070.0078125,29262,504.224690735491,121.550003051758,146.960006713867,8387.2998046875,B,01,B01
120438.359375,118200.1015625,66777,78707.1953125,119285.7578125,43242,725.101164964419,149.600006103516,571.119995117188,8575.099609375,C,01,C01
91602.359375,94796.1796875,63328,38696.3203125,100794.9921875,25160,1592.78507029812,119,612.47998046875,8765.5,C,02,C02
90028.8359375,98803.1640625,59716,45810.95703125,101885.7421875,29467,872.951676791272,66.3000030517578,413.600006103516,8956.5,C,03,C03
93064.625,100991.578125,60392,61459.8359375,108272.140625,37201,2666.39551577396,34.8500022888184,775.279968261719,9187.2001953125,C,04,C04
94841.0703125,106037.671875,58616,50742.63671875,106336.765625,31273,3843.73823388509,809.200012207031,1243.43994140625,9392.2001953125,C,05,C05
115670.625,118626.515625,63903,69888,111823.5390625,40959,6281.38163212875,463.25,1674.64001464844,9584.5,C,06,C06
111219.734375,109369,66645,51330.23828125,113272.8984375,29698,6274.18603033018,1699.15002441406,1498.64001464844,9817.900390625,C,07,C07
86767.875,98827.2265625,57539,30843.279296875,101580.234375,19899,3961.70009564562,476,1175.68005371094,10124.900390625,C,08,C08
113858.5859375,127696.8359375,58434,58772.4765625,119240.703125,32302,8127.45186018518,1813.90002441406,1720.40002441406,10407.2001953125,C,09,C09
114267.1015625,112883.9609375,66339,91281.8359375,128656,46498,116.988004017759,413.100006103516,596.640014648438,10614.7998046875,C,10,C10
101619.3046875,119396.953125,55778,77798.234375,117617.1328125,43349,36.9179522086679,334.050018310547,434.720001220703,10831.2998046875,C,11,C11
84604.2890625,102945.171875,53860,57171.91796875,110816.5703125,33811,241.048954086114,564.400024414062,344.959991455078,11088.099609375,C,12,C12
92027.78125,98806.25,61040,47956.4765625,111691.09375,28139,120.511317336094,386.75,4.40000009536743,11273.599609375,C,13,C13
101705.640625,116819.6796875,57057,87031.359375,118651.3125,48071,121.388647481406,408,49.2799987792969,11486.599609375,C,14,C14
95255.8046875,104924.3515625,59497,56313.91796875,112097.59375,32923,204.995057696133,357,84.4799957275391,11697.400390625,D,14,D14
93842.4921875,110299.1875,55758,78170.5546875,117642.671875,43547,132.832073584508,380.800018310547,254.31999206543,11923.400390625,D,13,D13
123296.1484375,116930.078125,69104,87224.796875,120794.625,47323,108.094385157343,1156.84997558594,366.959991455078,12110.2001953125,D,12,D12
106344.3203125,111365.7734375,62581,85901.9140625,118054.5625,47687,173.319558577047,321.300018310547,247.279998779297,12318,D,11,D11
110460.5703125,117153.421875,61792,75339.6796875,121507.6015625,40635,147.799768285122,319.600006103516,325.600006103516,12502.2998046875,D,10,D10
99922.96875,102893.46875,63644,40988.4765625,101800.921875,26387,4661.30647551768,424.150024414062,772.640014648438,12674.400390625,D,09,D09
95415.1171875,98871.4609375,63245,39501.27734375,105633.3203125,24507,3713.53836471321,490.450012207031,927.52001953125,12877.599609375,D,08,D08
120966.125,121091.7734375,65468,84477.1171875,122033.46875,45367,4217.76848175196,566.950012207031,853.599975585938,13079.2998046875,D,07,D07
110072.53125,117992.6015625,61137,70074.15625,124407.5390625,36914,3025.35755949125,654.5,1021.67999267578,13342.099609375,D,06,D06
123158.1953125,125111.1484375,64513,55922.87890625,123022.453125,29791,4194.90657317393,424.150024414062,970.640014648438,13534.599609375,D,05,D05
100362.625,103104.8125,63793,52801.83984375,102406.6015625,33791,2928.63743181948,19.5500011444092,572,13703.2998046875,D,04,D04
103733.0546875,100874.71875,67393,48038.63671875,108150.46875,29110,1478.38739965268,100.300003051758,484,13935.2001953125,D,03,D03
86340.6796875,93158.09375,60740,40942.71875,104809.2578125,25601,1189.75219953174,62.0500030517578,296.559997558594,14123.7998046875,D,02,D02
122601.9453125,112866.328125,71189,65105.0390625,114684.5546875,37204,82.6968914879349,183.600006103516,177.759994506836,14355.2998046875,D,01,D01
97157.7421875,96991.9921875,65648,42779.359375,113312.9140625,24742,294.7822275352,141.100006103516,535.919982910156,14546.2998046875,E,01,E01
81647.7109375,91555.421875,58444,42988.3984375,100873.203125,27929,782.313159996027,54.4000015258789,256.079986572266,14776.900390625,E,02,E02
98008.578125,100957.0546875,63622,43780.87890625,101821.34375,28179,1120.22725848368,101.150001525879,411.839996337891,14966.5,E,03,E03
98259.5546875,105600.828125,60980,78145.59375,109796.5390625,46644,400.3889739776,87.5500030517578,390.720001220703,15199.2998046875,E,04,E04
93416.1796875,121869.6640625,50235,91822.6328125,115391.9140625,52150,3121.21253873053,1170.45007324219,872.080017089844,15673.7001953125,E,05,E05
106088.890625,110020.6015625,63194,71540.5546875,110029.84375,42611,4501.88567819428,1544.45007324219,1211.76000976562,15886.2001953125,E,06,E06
102284.140625,108613.40625,61717,45997.1171875,109752.6796875,27466,5962.81258641393,534.650024414062,1490.71997070312,16096.099609375,E,07,E07
104308.890625,109218.5234375,62590,58725.6796875,105514.625,36475,3305.09001593258,1509.60009765625,987.359985351562,16335.599609375,E,08,E08
113639.6484375,122218.203125,60936,60045.4375,125582.8203125,31335,3735.53483406125,518.5,991.760009765625,16532.099609375,E,09,E09
89676.3984375,107635.984375,54601,62229.4375,112212.984375,36344,101.132914530206,532.950012207031,102.959999084473,16721,E,10,E10
110734.6875,114907.6640625,63156,79988.4765625,122895.90625,42655,184.727892125685,572.900024414062,232.31999206543,16929.30078125,E,11,E11
122874.2890625,115368.0390625,69800,84201.515625,127312.4453125,43344,165.297599419979,1131.34997558594,572.880004882812,17152.69921875,E,12,E12
110182.890625,116487.53125,61989,83034.640625,116588.2890625,46675,115.213344322333,529.549987792969,207.679992675781,17351.19921875,E,13,E13
117520.9375,116823.953125,65927,84119.359375,125386.0078125,43967,94.0913087721784,545.700012207031,310.639984130859,17539.80078125,E,14,E14
96971.7265625,105614.4609375,60173,91539.7578125,110152.953125,54462,134.580834193844,470.050018310547,189.199996948242,17738,F,14,F14
125279.0703125,121993.5703125,67301,87211.2734375,128316.6015625,44542,182.097949752109,493,1228.47998046875,17917.5,F,13,F13
116289.1796875,116374.4140625,65488,70734.5546875,126799.4296875,36559,124.9066113209,424.150024414062,418.880004882812,18106.5,F,12,F12
