Well,IdxRow,IdxCol,FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,nbrCell
G14,G,14,106344.3203125,109586.640625,63597,70538,106070.8203125,43582,243.718482578531,329.800018310547,254.31999206543,22029.30078125,1
G17,G,17,109728.1015625,110530.90625,65060,53098.23828125,116847.859375,29781,4968.46649979098,107.100006103516,1479.28002929688,51219,1
G18,G,18,94721.8046875,96874.03125,64080,58118.31640625,103902.0625,36658,329.988659112232,90.1000061035156,72.1599960327148,60750.30078125,1
G19,G,19,101611.296875,107281.8359375,62072,52348.3984375,107992.46875,31768,1788.1474094183,100.300003051758,875.599975585938,60943,1
G20,G,20,90976.6875,101118.46875,58963,34600.796875,108006.5625,20995,4432.54957362237,83.3000030517578,1084.16003417969,61173.30078125,1
G21,G,21,98203.4921875,101844.5703125,63193,43976.3984375,106829.1640625,26978,7684.67638173356,2889.15014648438,1651.76000976562,61410.30078125,1
G22,G,22,131271.4375,122780.796875,70068,75744.234375,128563.734375,38611,8258.72780075554,572.049987792969,1620.07995605469,59622.6015625,1
G23,G,23,96769.6953125,99082.8828125,64006,56763.19921875,100424.7265625,37043,6008.90258311446,4905.35009765625,1421.19995117188,59402.69921875,1
G24,G,24,108841.65625,107537.1484375,66331,48247.6796875,111955.5234375,28243,2994.56756767152,574.600036621094,704,59194.8984375,1
H01,H,01,108992.9609375,120487.1875,59284,83806.3203125,115150.453125,47697,3585.98705426973,102.850006103516,1203.83996582031,24948.599609375,1
H02,H,02,86346.015625,92511.9765625,61168,28396.158203125,94002.6640625,19797,1504.78111168701,150.449996948242,511.279998779297,24758.80078125,1
H03,H,03,79674.578125,96384.8671875,54174,40560,98955.4140625,26862,1629.74824092062,93.5,391.600006103516,24568.5,1
H04,H,04,84384.4609375,99312.5625,55685,61407.8359375,107146.5390625,37560,487.498377133135,171.700012207031,363.440002441406,24380.099609375,1
H05,H,05,105212.2421875,109310.375,63079,51677.59765625,110638.1015625,30611,5117.96142676643,942.650024414062,1404.47998046875,24226.19921875,1
H06,H,06,90488.96875,97203.4453125,61009,35340.23828125,107170.3203125,21611,6254.02256775607,1093.09997558594,1525.92004394531,24017.5,1
H07,H,07,103992.046875,116905.2109375,58297,40757.59765625,134232.359375,19899,3342.94473122616,1391.45007324219,795.52001953125,23777,1
H08,H,08,88056.6015625,115212.46875,50089,60703.7578125,116956.6796875,34015,7536.11654416875,1615,1598.07995605469,23549.69921875,1
H09,H,09,102242.3046875,109464.6796875,61212,46075.1171875,96635.8046875,31247,5510.45766964071,813.450012207031,1304.16003417969,23296.30078125,1
H10,H,10,78988.390625,94539.109375,54756,46476.55859375,97885.0078125,31117,138.100624489609,471.75,176,23113.400390625,1
H11,H,11,111161.890625,114480.8984375,63636,93099.7578125,120428.4296875,50664,169.782008027354,460.700012207031,434.720001220703,22879.69921875,1
H12,H,12,94445.90625,96411.328125,64200,46967.4375,99697.4140625,30874,99.3969926608698,341.700012207031,2.6399998664856,22676.400390625,1
H13,H,13,126246.5,121791.9140625,67933,85276.875,121211.640625,46107,107.286498822315,583.950012207031,423.279998779297,22447.80078125,1
H14,H,14,101532.9765625,118947.9140625,55941,84931.59375,119346.390625,46638,238.384454097893,759.050048828125,579.919982910156,22248.69921875,1
H17,H,17,104349.828125,113924.6796875,60028,35698,107090.734375,21846,3893.68192021035,2527.05004882812,1236.40002441406,51029,1
H18,H,18,91876.4765625,98052.6484375,61408,55727.359375,105544.2734375,34603,123.109376840206,719.950012207031,299.200012207031,62195.6015625,1
H19,H,19,91213.4296875,116507.4375,51308,94045.1171875,106405.7578125,57923,176.824370342813,442,430.320007324219,62008.5,1
H20,H,20,86793.6875,99307.078125,57278,61435.91796875,107648.3828125,37402,101.155489315474,353.600006103516,178.639999389648,61769,1
H21,H,21,98936.8515625,106826.25,60696,73102.640625,119356.609375,40139,220.789598755313,718.25,476.079986572266,61578.80078125,1
H22,H,22,111394.1796875,127292.0859375,57351,80572.9609375,133425.0625,39576,336.048306621036,887.400024414062,273.679992675781,63356.80078125,1
I01,I,01,89032.0390625,101411.359375,57536,56070.55859375,101722.96875,36124,2445.50974853848,81.6000061035156,461.119995117188,25181.400390625,1
I02,I,02,106459.125,116733.125,59768,72277.9140625,123225.9453125,38440,121.421386267254,147.900009155273,252.559997558594,25369.099609375,1
I03,I,03,94242.1015625,99040.2734375,62361,54320.23828125,107010.890625,33267,628.317546565575,19.5500011444092,83.5999984741211,25557.80078125,1
I04,I,04,96943.25,107724.59375,58977,81344.640625,106626.4453125,49997,1290.0587721333,168.300003051758,315.920013427734,25749.599609375,1
I05,I,05,134608.9375,120364.1875,73292,48358.95703125,116538.0703125,27195,4636.66415234268,445.400024414062,1152.80004882812,25964.900390625,1
I06,I,06,91178.71875,118481.3515625,50434,67182.9609375,111277.140625,39567,3776.9029355317,453.050018310547,799.919982910156,26177.400390625,1
I07,I,07,126320.3671875,119982.2109375,68998,46891.51953125,120079.8125,25592,6723.02783521571,1369.35009765625,1524.16003417969,26389.30078125,1
I08,I,08,101818.671875,106444.4296875,62688,34718.3203125,108559.5625,20959,3896.55119827955,704.650024414062,1135.19995117188,26615,1
I09,I,09,99750.3046875,101495.6953125,64409,32759.998046875,102651.6484375,20915,3044.74441428812,442,958.320007324219,26817.30078125,1
I10,I,10,101094.2109375,119381.4140625,55497,78335.9140625,123459.6484375,41583,183.859121140372,483.650024414062,337.919982910156,27032,1
I11,I,11,108650.3046875,111466.921875,63880,73220.15625,110736.7578125,43333,174.185333857896,434.350006103516,287.760009765625,27237,1
I12,I,12,101809.765625,109839.578125,60745,84943.0390625,106081.265625,52477,160.997946410328,334.050018310547,341.440002441406,27448.400390625,1
I13,I,13,111023.9375,111686.875,65147,84020.5546875,129787.6640625,42426,186.492059226094,539.75,300.079986572266,27636.599609375,1
I14,I,14,106533.890625,112615.203125,61997,58910.796875,115474.609375,33434,257.792172029854,379.950012207031,331.760009765625,27866,1
I18,I,18,90889.46875,103247.109375,57692,73068.3203125,112984.1015625,42383,791.116571453092,27.2000007629395,456.720001220703,62356.5,1
I19,I,19,96811.53125,98053.359375,64706,59247.7578125,104193.1328125,37266,664.379482428526,163.200012207031,230.559997558594,62550.3984375,1
I20,I,20,94647.046875,94769.9609375,65451,46764.63671875,94303.4296875,32499,561.425451868638,115.600006103516,86.2399978637695,62781.6015625,1
I21,I,21,121228.6796875,117208.234375,67784,72292.4765625,116573.0078125,40642,3558.63858299517,7638.9501953125,1085.92004394531,62975.69921875,1
I22,I,22,99309.7578125,104188.84375,62467,34502,104764.078125,21583,3156.4195813741,1116.05004882812,1072.71997070312,63183.5,1
I23,I,23,117631.296875,117740.8984375,65475,50065.59765625,106685.0625,30755,3191.70694297286,421.600006103516,800.799987792969,63586.80078125,1
I24,I,24,93118.03125,101508.3984375,60119,35221.6796875,107687.796875,21435,5604.62792956535,729.300048828125,1309.43994140625,63784.8984375,1
J01,J,01,97078.53125,98307.0703125,64717,48669.91796875,105226.6953125,30312,2198.24052518188,-4.25,694.320007324219,30819.69921875,1
J02,J,02,92471,100520.5,60288,55075.27734375,101183.375,35672,1167.74278445536,136.850006103516,254.31999206543,30588.19921875,1
J03,J,03,96280.1953125,95805.09375,65861,43904.63671875,101647.453125,28307,1753.82648514254,107.100006103516,777.919982910156,30397.400390625,1
J04,J,04,104914.0859375,113547.6328125,60553,57869.7578125,105913.5625,35808,3482.14835724299,91.8000030517578,1085.92004394531,30207.80078125,1
J05,J,05,115569.171875,109276.3125,69310,47313.7578125,122997,25210,3390.11125744633,4199.85009765625,1078,30011.19921875,1
J06,J,06,99138.875,104444.28125,62207,39037.4375,100343.484375,25496,4438.64885284571,566.950012207031,1177.43994140625,29697.400390625,1
J07,J,07,114998.6796875,111454.5,67620,39454.48046875,112917.109375,22899,8007.0695111517,402.050018310547,1496,29445.19921875,1
J08,J,08,95675,100013.6640625,62693,28742.478515625,100030.109375,18831,5448.86709404535,737.800048828125,1271.59997558594,29222.80078125,1
J09,J,09,115093.015625,114041.96875,66140,40670.23828125,106304.1875,25073,4921.78731190473,417.350006103516,1391.28002929688,29020.5,1
