FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,IdxRow,IdxCol,Well
121883.71875,116729.09375,68430,33420.3984375,130231.8515625,16818,6293.67674176839,659.600036621094,1332.31994628906,9176,C,09,C09
94645.265625,96569.7109375,64230,46400.63671875,102709.234375,29607,109.93794609,493,337.040008544922,9370.2001953125,C,10,C10
100312.7890625,108428.03125,60631,62569.51953125,111334.3671875,36831,147.797200537891,340,75.6800003051758,9555.2001953125,C,11,C11
90309.1875,99200.546875,59662,66367.59375,113483.09375,38327,131.960092914195,317.050018310547,139.039993286133,9802.599609375,C,12,C12
109950.6015625,106114.765625,67905,59293.51953125,113432.59375,34257,45.6807190974237,629.850036621094,268.399993896484,9963.400390625,C,13,C13
129305.4296875,123414.890625,68664,58462.55859375,119918.703125,31950,150.428426787003,409.700012207031,118.800003051758,10155.400390625,C,14,C14
85123.15625,103881.25,53702,57563.99609375,113428.3671875,33259,181.228001881529,413.100006103516,348.480010986328,10367.7998046875,D,14,D14
107537.8046875,120777.3125,58352,52569.91796875,119704.7421875,28781,341.276094518187,1302.20007324219,137.279998779297,10577.2998046875,D,13,D13
118307.6953125,119585,64836,93561.515625,121645.1953125,50406,292.985015938849,436.900024414062,356.399993896484,10795.2998046875,D,12,D12
96606.828125,106991.5546875,59175,54169.4375,125701.0234375,28242,256.919121464542,324.700012207031,436.480010986328,10991.7998046875,D,11,D11
122504.046875,119886.296875,66967,74613.7578125,128725.2734375,37987,144.242210697393,617.950012207031,346.720001220703,11226.2998046875,D,10,D10
116989.609375,113629.4140625,67474,29732.55859375,110149.9765625,17690,4893.60624603214,587.350036621094,1092.9599609375,11382.7998046875,D,09,D09
93719.671875,104998.84375,58496,53579.7578125,110359.015625,31818,7760.65093231554,546.549987792969,1735.35998535156,11585.599609375,D,08,D08
98103.8046875,100727.4296875,63829,32876.48046875,97185.078125,22170,5588.78027558339,791.350036621094,1086.80004882812,11804.099609375,D,07,D07
92762.03125,114741.8515625,52982,54843.359375,110581.0078125,32503,4585.52536196553,1229.95007324219,940.719970703125,12055.7001953125,D,06,D06
117481.78125,119062.3515625,64666,46735.51953125,123407.8359375,24819,3124.81526115143,513.400024414062,850.080017089844,12289.5,D,05,D05
106582.8359375,105268.9140625,66354,64444.63671875,111187.1484375,37985,1128.15596857878,32.2999992370605,266.639984130859,12518.7001953125,D,04,D04
