FSC-A,FSC-W,FSC-H,SSC-A,SSC-W,SSC-H,PE-A,APC-Cy7-A,PE-Cy5-A,Time,IdxRow,IdxCol,Well
92224.46875,99583.5234375,60693,48356.87890625,106916.6484375,29641,313.278500926225,11.9000005722046,15.8400001525879,12750.2998046875,D,03,D03
120566.515625,115536.8125,68389,94744,116959.4375,53088,1550.53928754955,164.050003051758,928.400024414062,12939.2001953125,D,02,D02
118337.9609375,118236.9296875,65592,66540.234375,119254.5390625,36567,3923.0154314775,195.5,706.640014648438,13174,D,01,D01
101436.859375,122709.109375,54175,46895.6796875,115687.5390625,26566,697.831406660312,68,150.479995727539,13362,E,01,E01
100258.5,100640.8828125,65287,48365.19921875,111181.09375,28509,1389.50899961237,87.5500030517578,528.880004882812,13552.7001953125,E,02,E02
86485.75,97363.6953125,58214,60443.7578125,106111.3359375,37331,518.311769132143,65.4500045776367,87.120002746582,13744.7998046875,E,03,E03
79592.6953125,101403.3203125,51440,69150.640625,100849.1171875,44937,1398.31235003427,60.3500022888184,290.399993896484,13977.099609375,E,04,E04
90358.140625,98562.1328125,60081,32696.55859375,101376.8125,21137,3891.91602602223,2573.80004882812,1324.40002441406,14173.7001953125,E,05,E05
103675.2109375,104696.03125,64897,52952.63671875,108998.8046875,31838,3267.1219686184,2526.19995117188,841.279968261719,14373.400390625,E,06,E06
121799.171875,113566.25,70287,37047.91796875,112219.09375,21636,3699.34519868518,1388.90002441406,889.679992675781,14573.900390625,E,07,E07
99289.2890625,109810.203125,59257,43215.1171875,93021.9296875,30446,7681.15293854446,2916.35009765625,1721.28002929688,14767.7001953125,E,08,E08
117782.6015625,127510.90625,60536,67110.15625,123546.484375,35599,5279.05902618223,485.350006103516,1166.88000488281,15015.599609375,E,09,E09
105198.890625,106881.96875,64504,67319.1953125,113578.1796875,38844,210.21182567632,859.350036621094,762.960021972656,15167.900390625,E,10,E10
105796.078125,107660.625,64401,81346.71875,117583.9453125,45339,168.903500996773,448.800018310547,628.320007324219,15369.2998046875,E,11,E11
113926.2265625,115768.6796875,64493,72207.1953125,120160.7578125,39382,126.672283902935,379.100006103516,164.559997558594,15569.2998046875,E,12,E12
97479.921875,112522.1328125,56775,89668.796875,117111.421875,50179,267.470452872867,393.550018310547,90.6399993896484,15801.400390625,E,13,E13
100563.765625,111857.7578125,58919,74394.3203125,125650.90625,38802,168.872474037932,695.300048828125,443.519989013672,15993,E,14,E14
99699.578125,109357.828125,59748,60474.95703125,114668.484375,34563,236.671641965167,384.200012207031,110,16222,F,14,F14
102073.2109375,112205.546875,59618,97430.3203125,111545.40625,57243,122.279878632324,318.75,242.880004882812,16415.30078125,F,13,F13
119804.6796875,119179.109375,65880,46998.63671875,117588.1015625,26194,307.076985336651,341.700012207031,-55.439998626709,16601.19921875,F,12,F12
104356.0546875,121473.4765625,56301,68395.59375,124544.96875,35990,294.726913966005,580.549987792969,622.159973144531,16803.80078125,F,11,F11
107927.625,103708.7578125,68202,63662.55859375,112682.703125,37026,269.238379860724,330.650024414062,259.600006103516,17034.19921875,F,10,F10
111711.90625,115020.2109375,63651,48129.1171875,99494.984375,31702,8377.40734923428,1527.45007324219,1704.55993652344,17201.5,F,09,F09
131625.65625,126794.625,68033,39355.6796875,133161.953125,19369,4488.73469805178,1153.45007324219,989.119995117188,17477.099609375,F,08,F08
98668.9609375,117557.5234375,55006,59320.55859375,107992.7890625,35999,5624.9011167125,467.5,1074.47998046875,17709.80078125,F,07,F07
116235.78125,124866.8671875,61006,44520.3203125,121377.96875,24038,7074.25851923295,487.050018310547,1691.35998535156,17916,F,06,F06
92521.7265625,100553.9609375,60301,37035.4375,101955.578125,23806,5509.47486292768,1631.15002441406,1305.0400390625,18146.400390625,F,05,F05
95942.890625,102385.75,61412,71001.8359375,114059.6171875,40796,187.421921214754,143.650009155273,239.360000610352,18296.400390625,F,04,F04
88853.1484375,94900.265625,61360,56253.59765625,104508.328125,35276,133.748439640452,91.8000030517578,168.080001831055,18482.69921875,F,03,F03
86883.578125,96260.515625,59152,41609.359375,97295.8671875,28027,596.626426981361,107.950004577637,188.31999206543,18672.19921875,F,02,F02
95853.890625,101745.6875,61741,63613.67578125,104554,39874,248.146736963917,105.400001525879,177.759994506836,18903,F,01,F01
94925.6171875,116218.2265625,53529,83688.796875,113631.0390625,48267,4915.66134562848,149.600006103516,1343.76000976562,19093.400390625,G,01,G01
94507.3203125,104733.625,59137,68512.078125,108034.1640625,41561,894.059689084844,161.5,230.559997558594,19324.69921875,G,02,G02
95221.9921875,97311.1796875,64129,36032.87890625,102019.734375,23147,2384.79320149993,54.4000015258789,416.239990234375,19514.599609375,G,03,G03
84730.671875,102421.96875,54216,30631.119140625,106427.7890625,18862,2766.71173251105,65.4500045776367,704,19703.5,G,04,G04
139212.90625,130357.453125,69988,63542.95703125,127393.046875,32689,5673.19467149018,1312.40002441406,1495.11999511719,19944.099609375,G,05,G05
103673.4296875,107058.2109375,63464,29755.439453125,110930.8046875,17579,6816.41525182125,514.25,1382.47998046875,20231.30078125,G,06,G06
125816.625,120428.796875,68468,46286.23828125,130576.1640625,23231,7105.75863167571,1917.60009765625,1469.59997558594,20428.19921875,G,07,G07
103846.9765625,105821.7734375,64313,29810.55859375,112681.09375,17338,3497.9320616675,539.75,968,20700.5,G,08,G08
96332.7109375,99969.296875,63152,29502.71875,106669.4375,18126,4615.54103945071,469.200012207031,1196.80004882812,20974,G,09,G09
110624.328125,120289.96875,60270,77338.5546875,121226.015625,41810,186.499869458057,477.700012207031,-71.2799987792969,21145.099609375,G,10,G10
108147.4609375,105240.875,67346,69743.4375,123649.5546875,36965,223.455917558888,509.150024414062,293.920013427734,21379.599609375,G,11,G11
96894.296875,106287.921875,59744,64044.23828125,109205.4765625,38434,239.316990829815,341.700012207031,564.960021972656,21612.400390625,G,12,G12
101953.0546875,118701.6171875,56289,72783.359375,121477.3671875,39266,88.8352756401132,355.300018310547,348.480010986328,21826.599609375,G,13,G13
106344.3203125,109586.640625,63597,70538,106070.8203125,43582,243.718482578531,329.800018310547,254.31999206543,22029.30078125,G,14,G14
101532.9765625,118947.9140625,55941,84931.59375,119346.390625,46638,238.384454097893,759.050048828125,579.919982910156,22248.69921875,H,14,H14
126246.5,121791.9140625,67933,85276.875,121211.640625,46107,107.286498822315,583.950012207031,423.279998779297,22447.80078125,H,13,H13
94445.90625,96411.328125,64200,46967.4375,99697.4140625,30874,99.3969926608698,341.700012207031,2.6399998664856,22676.400390625,H,12,H12
111161.890625,114480.8984375,63636,93099.7578125,120428.4296875,50664,169.782008027354,460.700012207031,434.720001220703,22879.69921875,H,11,H11
78988.390625,94539.109375,54756,46476.55859375,97885.0078125,31117,138.100624489609,471.75,176,23113.400390625,H,10,H10
102242.3046875,109464.6796875,61212,46075.1171875,96635.8046875,31247,5510.45766964071,813.450012207031,1304.16003417969,23296.30078125,H,09,H09
88056.6015625,115212.46875,50089,60703.7578125,116956.6796875,34015,7536.11654416875,1615,1598.07995605469,23549.69921875,H,08,H08
103992.046875,116905.2109375,58297,40757.59765625,134232.359375,19899,3342.94473122616,1391.45007324219,795.52001953125,23777,H,07,H07
90488.96875,97203.4453125,61009,35340.23828125,107170.3203125,21611,6254.02256775607,1093.09997558594,1525.92004394531,24017.5,H,06,H06
105212.2421875,109310.375,63079,51677.59765625,110638.1015625,30611,5117.96142676643,942.650024414062,1404.47998046875,24226.19921875,H,05,H05
84384.4609375,99312.5625,55685,61407.8359375,107146.5390625,37560,487.498377133135,171.700012207031,363.440002441406,24380.099609375,H,04,H04
79674.578125,96384.8671875,54174,40560,98955.4140625,26862,1629.74824092062,93.5,391.600006103516,24568.5,H,03,H03
86346.015625,92511.9765625,61168,28396.158203125,94002.6640625,19797,1504.78111168701,150.449996948242,511.279998779297,24758.80078125,H,02,H02
108992.9609375,120487.1875,59284,83806.3203125,115150.453125,47697,3585.98705426973,102.850006103516,1203.83996582031,24948.599609375,H,01,H01
89032.0390625,101411.359375,57536,56070.55859375,101722.96875,36124,2445.50974853848,81.6000061035156,461.119995117188,25181.400390625,I,01,I01
106459.125,116733.125,59768,72277.9140625,123225.9453125,38440,121.421386267254,147.900009155273,252.559997558594,25369.099609375,I,02,I02
94242.1015625,99040.2734375,62361,54320.23828125,107010.890625,33267,628.317546565575,19.5500011444092,83.5999984741211,25557.80078125,I,03,I03
96943.25,107724.59375,58977,81344.640625,106626.4453125,49997,1290.0587721333,168.300003051758,315.920013427734,25749.599609375,I,04,I04
134608.9375,120364.1875,73292,48358.95703125,116538.0703125,27195,4636.66415234268,445.400024414062,1152.80004882812,25964.900390625,I,05,I05
91178.71875,118481.3515625,50434,67182.9609375,111277.140625,39567,3776.9029355317,453.050018310547,799.919982910156,26177.400390625,I,06,I06
126320.3671875,119982.2109375,68998,46891.51953125,120079.8125,25592,6723.02783521571,1369.35009765625,1524.16003417969,26389.30078125,I,07,I07
101818.671875,106444.4296875,62688,34718.3203125,108559.5625,20959,3896.55119827955,704.650024414062,1135.19995117188,26615,I,08,I08
99750.3046875,101495.6953125,64409,32759.998046875,102651.6484375,20915,3044.74441428812,442,958.320007324219,26817.30078125,I,09,I09
101094.2109375,119381.4140625,55497,78335.9140625,123459.6484375,41583,183.859121140372,483.650024414062,337.919982910156,27032,I,10,I10
