File ID	Channel	File Name	Plate	Sample	Row	Column	Well	Sorted Population	FSC-A	FSC-H	FSC-W	SSC-A	SSC-H	SSC-W	CD34	CD38	7-AAD	Time
F2	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	21	G21	CD34+CD38+	384.0	247.0	398.0	172.0	105.0	417.0	537.0	654.0	464.0	87.2568
F2	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20														
F2	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	17	G17	CD34-	429.0	254.0	432.0	207.0	116.0	456.0	252.0	604.0	450.0	72.7762
F2	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	18	H18	CD34+CD38-	359.0	240.0	383.0	218.0	135.0	412.0	360.0	255.0	289.0	88.3726
F2	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	18	G18	CD34-	370.0	250.0	378.0	227.0	143.0	406.0	249.0	294.0	245.0	86.319
F2	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	19	H19	CD34+CD38-	356.0	200.0	455.0	367.0	226.0	416.0	315.0	266.0	313.0	88.1068
F2	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	22	G22	CD34+CD38+	513.0	274.0	480.0	296.0	151.0	502.0	337.0	662.0	462.0	84.7167
F2	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	19	G19	CD34-	397.0	242.0	419.0	204.0	124.0	422.0	251.0	475.0	383.0	86.5928
F2	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	23	G23	CD34+CD38+	378.0	250.0	387.0	222.0	145.0	392.0	602.0	626.0	444.0	84.4042
F2	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	24	G24	CD34+CD38+	425.0	259.0	420.0	188.0	110.0	437.0	337.0	542.0	358.0	84.109
F2	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	17	H17	CD34+CD38+	408.0	234.0	445.0	139.0	85.0	418.0	520.0	574.0	426.0	72.5062
F2	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	20	H20	CD34+CD38-	339.0	224.0	388.0	240.0	146.0	421.0	299.0	251.0	266.0	87.7665
F2	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	21	H21	CD34+CD38-	386.0	237.0	417.0	286.0	157.0	466.0	360.0	274.0	321.0	87.4962
F2	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	H	22	H22	CD34+CD38-	435.0	224.0	497.0	315.0	155.0	521.0	384.0	296.0	284.0	90.0226
F2	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_3.raw	1	20	G	20	G20	CD34-	355.0	230.0	395.0	135.0	82.0	422.0	247.0	590.0	409.0	86.9201
F3	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2														
F3	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	10	B10	CD34+CD38-	392.0	236.0	425.0	294.0	174.0	432.0	295.0	267.0	306.0	8.53537
F3	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2														
F3	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	11	B11	CD34+CD38-	469.0	262.0	457.0	293.0	150.0	501.0	300.0	243.0	252.0	8.27283
F3	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	1	B1	CD34-	436.0	260.0	430.0	210.0	128.0	420.0	252.0	433.0	280.0	11.2715
F3	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	12	B12	CD34+CD38-	416.0	251.0	424.0	281.0	151.0	476.0	341.0	258.0	287.0	7.990539999999999
F3	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	5	B5	CD34+CD38+	397.0	252.0	403.0	185.0	118.0	402.0	457.0	588.0	447.0	10.1204
F3	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	13	B13	CD34+CD38-	383.0	237.0	413.0	290.0	161.0	460.0	327.0	260.0	301.0	7.66
F3	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	6	B6	CD34+CD38+	403.0	260.0	398.0	188.0	127.0	379.0	509.0	585.0	379.0	9.7403
F3	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	2	B2	CD34-	429.0	265.0	414.0	173.0	108.0	412.0	263.0	640.0	433.0	11.0046
F3	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	3	B3	CD34-	521.0	273.0	488.0	294.0	150.0	500.0	232.0	632.0	421.0	10.6792
F3	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	14	B14	CD34+CD38-	358.0	224.0	409.0	281.0	172.0	417.0	300.0	262.0	271.0	7.393219999999999
F3	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	7	B7	CD34+CD38+	367.0	244.0	385.0	146.0	91.0	410.0	349.0	599.0	393.0	9.35756
F3	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	4	B4	CD34-	416.0	256.0	416.0	218.0	131.0	426.0	236.0	641.0	464.0	10.4098
F3	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	8	B8	CD34+CD38+	465.0	268.0	444.0	269.0	132.0	523.0	500.0	646.0	457.0	9.03817
F3	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_4.raw	2	2	B	9	B9	CD34+CD38+	462.0	250.0	474.0	229.0	124.0	473.0	444.0	624.0	442.0	8.78225
F4	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8														
F4	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	1	H1	CD34-	395.0	241.0	420.0	310.0	187.0	426.0	242.0	586.0	425.0	37.5423
F4	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8														
F4	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	10	H10	CD34+CD38-	484.0	252.0	492.0	358.0	182.0	502.0	351.0	263.0	330.0	34.6739
F4	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	5	H5	CD34+CD38+	415.0	257.0	413.0	212.0	121.0	447.0	592.0	598.0	423.0	36.3938
F4	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	6	H6	CD34+CD38+	394.0	240.0	421.0	188.0	112.0	429.0	339.0	567.0	378.0	36.0045
F4	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	7	H7	CD34+CD38+	470.0	270.0	447.0	249.0	139.0	460.0	404.0	614.0	441.0	35.5951
F4	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	2	H2	CD34-	390.0	253.0	395.0	214.0	137.0	401.0	245.0	407.0	302.0	37.2773
F4	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	11	H11	CD34+CD38-	401.0	241.0	427.0	316.0	178.0	455.0	304.0	263.0	278.0	34.3984
F4	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	12	H12	CD34+CD38-	459.0	267.0	440.0	289.0	149.0	497.0	334.0	292.0	319.0	34.1371
F4	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	13	H13	CD34+CD38-	458.0	259.0	453.0	307.0	153.0	514.0	298.0	267.0	263.0	33.806
F4	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	8	H8	CD34+CD38+	359.0	250.0	367.0	142.0	90.0	402.0	319.0	561.0	344.0	35.2884
F4	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	14	H14	CD34+CD38-	420.0	255.0	421.0	329.0	212.0	397.0	365.0	264.0	335.0	33.5446
F4	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	9	H9	CD34+CD38+	371.0	240.0	396.0	175.0	106.0	424.0	335.0	599.0	405.0	34.9044
F4	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	3	H3	CD34-	366.0	236.0	398.0	224.0	133.0	430.0	261.0	296.0	275.0	36.9493
F4	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_5.raw	2	8	H	4	H4	CD34-	400.0	252.0	406.0	232.0	140.0	424.0	236.0	239.0	269.0	36.6814
F5	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14														
F5	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	5	N5	CD34+CD38+	344.0	236.0	373.0	163.0	108.0	387.0	379.0	574.0	379.0	61.3269
F5	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14														
F5	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	1	N1	CD34-	392.0	240.0	419.0	270.0	159.0	433.0	247.0	253.0	256.0	62.4598
F5	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	6	N6	CD34+CD38+	422.0	263.0	410.0	162.0	91.0	457.0	378.0	612.0	433.0	61.0279
F5	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	10	N10	CD34+CD38-	343.0	244.0	361.0	158.0	110.0	365.0	295.0	282.0	218.0	59.638000000000005
F5	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	2	N2	CD34-	425.0	255.0	427.0	296.0	178.0	426.0	238.0	260.0	296.0	62.1948
F5	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	11	N11	CD34+CD38-	419.0	254.0	421.0	306.0	165.0	474.0	313.0	257.0	272.0	59.3531
F5	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	12	N12	CD34+CD38-	505.0	276.0	468.0	360.0	187.0	493.0	307.0	280.0	248.0	59.0191
F5	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	7	N7	CD34+CD38+	382.0	237.0	413.0	196.0	122.0	412.0	325.0	614.0	418.0	60.6958
F5	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	8	N8	CD34+CD38+	387.0	257.0	385.0	205.0	130.0	401.0	488.0	582.0	401.0	60.3525
F5	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	3	N3	CD34-	361.0	236.0	391.0	196.0	129.0	390.0	248.0	243.0	220.0	61.8677
F5	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	4	N4	CD34-	378.0	252.0	385.0	191.0	110.0	444.0	253.0	299.0	285.0	61.5981
F5	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	13	N13	CD34+CD38-	464.0	272.0	437.0	242.0	127.0	486.0	316.0	259.0	274.0	58.73
F5	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	14	N14	CD34+CD38-	433.0	250.0	443.0	357.0	192.0	476.0	348.0	294.0	306.0	58.4288
F5	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_6.raw	2	14	N	9	N9	CD34+CD38+	482.0	249.0	496.0	282.0	157.0	459.0	326.0	593.0	421.0	59.9658
F6	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20														
F6	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	18	H18	CD34+CD38-	432.0	260.0	424.0	348.0	189.0	472.0	305.0	260.0	317.0	89.6774
F6	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20														
F6	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	17	G17	CD34-	361.0	223.0	415.0	270.0	156.0	445.0	237.0	278.0	224.0	73.7686
F6	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	19	H19	CD34+CD38-	418.0	257.0	417.0	305.0	195.0	400.0	331.0	250.0	215.0	89.416
F6	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	18	G18	CD34-	412.0	260.0	406.0	212.0	126.0	430.0	246.0	568.0	393.0	87.6415
F6	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	19	G19	CD34-	405.0	261.0	398.0	204.0	125.0	419.0	243.0	588.0	398.0	87.9663
F6	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	21	G21	CD34+CD38+	424.0	255.0	426.0	196.0	124.0	404.0	442.0	630.0	468.0	88.5725
F6	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	22	G22	CD34+CD38+	456.0	258.0	452.0	248.0	147.0	431.0	534.0	627.0	457.0	85.9775
F6	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	20	H20	CD34+CD38-	356.0	232.0	393.0	270.0	154.0	450.0	314.0	259.0	204.0	89.0935
F6	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	21	H21	CD34+CD38-	461.0	267.0	443.0	322.0	179.0	460.0	309.0	253.0	264.0	88.8149
F6	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	20	G20	CD34-	394.0	235.0	429.0	378.0	211.0	458.0	245.0	277.0	296.0	88.2331
F6	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	23	G23	CD34+CD38+	455.0	263.0	443.0	230.0	133.0	442.0	322.0	633.0	436.0	85.61
F6	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	G	24	G24	CD34+CD38+	434.0	260.0	426.0	168.0	98.0	441.0	321.0	647.0	455.0	85.2805
F6	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	17	H17	CD34+CD38+	367.0	236.0	397.0	142.0	90.0	403.0	312.0	562.0	350.0	73.5198
F6	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_7.raw	2	20	H	22	H22	CD34+CD38-	406.0	248.0	419.0	283.0	165.0	440.0	292.0	264.0	253.0	91.3589
F7	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2														
F7	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	1	B1	CD34-	332.0	233.0	365.0	180.0	114.0	403.0	255.0	325.0	260.0	11.8279
F7	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2														
F7	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	5	B5	CD34+CD38+	411.0	231.0	455.0	303.0	170.0	457.0	362.0	606.0	431.0	10.712
F7	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	6	B6	CD34+CD38+	415.0	237.0	448.0	232.0	150.0	396.0	308.0	603.0	396.0	10.3321
F7	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	7	B7	CD34+CD38+	372.0	248.0	384.0	178.0	112.0	407.0	447.0	606.0	418.0	10.0338
F7	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	10	B10	CD34+CD38-	389.0	257.0	388.0	257.0	148.0	443.0	295.0	278.0	283.0	8.99987
F7	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	2	B2	CD34-	394.0	242.0	417.0	226.0	123.0	473.0	238.0	262.0	245.0	11.4996
F7	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	8	B8	CD34+CD38+	422.0	257.0	420.0	229.0	138.0	424.0	462.0	565.0	363.0	9.72346
F7	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	11	B11	CD34+CD38-	448.0	257.0	447.0	322.0	189.0	437.0	307.0	254.0	264.0	8.72798
F7	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	12	B12	CD34+CD38-	400.0	241.0	425.0	313.0	180.0	445.0	301.0	251.0	327.0	8.463
F7	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	13	B13	CD34+CD38-	380.0	251.0	388.0	238.0	134.0	455.0	317.0	251.0	272.0	8.197460000000001
F7	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	14	B14	CD34+CD38-	371.0	220.0	432.0	343.0	194.0	451.0	320.0	256.0	330.0	7.868460000000001
F7	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	3	B3	CD34-	360.0	252.0	366.0	145.0	100.0	372.0	241.0	421.0	303.0	11.2363
F7	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	9	B9	CD34+CD38+	413.0	250.0	422.0	284.0	162.0	448.0	312.0	560.0	383.0	9.38895
F7	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_8.raw	3	2	B	4	B4	CD34-	351.0	248.0	362.0	130.0	87.0	383.0	233.0	418.0	319.0	10.9659
F8	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro5_150nlmin_2CV_scMS_MS3_750ms_9.raw	3	8														
