File ID	Channel	File Name	Plate	Sample	Row	Column	Well	Sorted Population	FSC-A	FSC-H	FSC-W	SSC-A	SSC-H	SSC-W	CD34	CD38	7-AAD	Time
F1	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18														
F1	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	17	C17	CD34-	458.0	261.0	450.0	319.0	186.0	439.0	254.0	479.0	317.0	73.7137
F1	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18														
F1	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	21	C21	CD34+CD38+	464.0	265.0	448.0	207.0	111.0	478.0	340.0	645.0	468.0	80.0968
F1	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	18	C18	CD34-	309.0	210.0	377.0	156.0	95.0	420.0	250.0	359.0	280.0	79.2277
F1	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	22	C22	CD34+CD38+	406.0	261.0	399.0	215.0	124.0	443.0	399.0	593.0	409.0	77.4313
F1	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	23	C23	CD34+CD38+	417.0	258.0	414.0	186.0	104.0	458.0	506.0	563.0	415.0	77.0928
F1	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	18	D18	CD34+CD38-	463.0	247.0	481.0	286.0	159.0	460.0	346.0	266.0	319.0	81.3349
F1	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	19	C19	CD34-	404.0	248.0	417.0	248.0	135.0	470.0	248.0	414.0	329.0	79.4998
F1	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	19	D19	CD34+CD38-	372.0	220.0	433.0	274.0	152.0	461.0	300.0	262.0	362.0	80.9748
F1	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	20	C20	CD34-	366.0	243.0	384.0	216.0	139.0	399.0	247.0	396.0	294.0	79.8269
F1	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	20	D20	CD34+CD38-	451.0	249.0	464.0	300.0	174.0	441.0	323.0	273.0	323.0	80.6692
F1	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	C	24	C24	CD34+CD38+	442.0	245.0	462.0	150.0	88.0	437.0	339.0	616.0	422.0	76.7863
F1	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	21	D21	CD34+CD38-	453.0	254.0	457.0	235.0	121.0	498.0	295.0	287.0	240.0	80.3664
F1	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	17	D17	CD34+CD38+	384.0	255.0	385.0	137.0	93.0	375.0	397.0	654.0	453.0	73.4643
F1	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_2.raw	1	18	D	22	D22	CD34+CD38-	453.0	250.0	464.0	307.0	171.0	460.0	299.0	264.0	277.0	83.0908
F2	126	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24														
F2	127N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	21	O21	CD34+CD38+	533.0	266.0	514.0	314.0	151.0	532.0	497.0	631.0	466.0	101.879
F2	127C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24														
F2	128N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	17	O17	CD34-	370.0	227.0	418.0	165.0	98.0	430.0	256.0	622.0	434.0	70.3348
F2	128C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	18	P18	CD34+CD38-	419.0	245.0	437.0	313.0	188.0	428.0	353.0	250.0	333.0	102.949
F2	129N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	18	O18	CD34-	438.0	269.0	417.0	146.0	89.0	421.0	245.0	540.0	316.0	101.055
F2	129C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	19	P19	CD34+CD38-	394.0	251.0	402.0	257.0	147.0	448.0	298.0	260.0	282.0	102.67
F2	130N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	22	O22	CD34+CD38+	524.0	260.0	515.0	313.0	152.0	527.0	598.0	598.0	437.0	99.3373
F2	130C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	19	O19	CD34-	344.0	235.0	375.0	142.0	101.0	361.0	243.0	477.0	312.0	101.315
F2	131N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	23	O23	CD34+CD38+	415.0	232.0	458.0	291.0	166.0	450.0	478.0	627.0	463.0	98.9218
F2	131C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	24	O24	CD34+CD38+	459.0	241.0	487.0	272.0	149.0	466.0	319.0	639.0	459.0	98.3947
F2	132N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	17	P17	CD34+CD38+	488.0	269.0	465.0	258.0	135.0	491.0	467.0	630.0	451.0	70.1093
F2	132C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	20	P20	CD34+CD38-	435.0	259.0	429.0	237.0	128.0	475.0	298.0	255.0	234.0	102.366
F2	133N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	21	P21	CD34+CD38-	476.0	267.0	456.0	354.0	207.0	438.0	300.0	269.0	304.0	102.111
F2	133C	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	P	22	P22	CD34+CD38-	400.0	240.0	428.0	363.0	213.0	435.0	301.0	257.0	256.0	103.339
F2	134N	20210618_HB_BF_U3000_uPAC_50cm_precol_127min_TMTpro7_150nlmin_2CV_scMS_RETICLE_750ms_3.raw	1	24	O	20	O20	CD34-	365.0	248.0	377.0	164.0	98.0	429.0	255.0	251.0	279.0	101.584
